seed,arm,high_exact,high_digit,low_exact,low_digit
0,BASELINE,0.04424778761061947,0.7050147492625368,0.23076923076923078,0.7905982905982906
0,TRUE_CARRY,0.11504424778761062,0.7743362831858407,0.41025641025641024,0.8675213675213675
0,SHAM_CARRY,0.02654867256637168,0.7109144542772862,0.2564102564102564,0.8162393162393162
1,BASELINE,0.07079646017699115,0.7050147492625368,0.2564102564102564,0.7948717948717948
1,TRUE_CARRY,0.08849557522123894,0.7625368731563422,0.4358974358974359,0.8846153846153846
1,SHAM_CARRY,0.07079646017699115,0.7212389380530974,0.1794871794871795,0.7863247863247863
2,BASELINE,0.04424778761061947,0.7020648967551623,0.23076923076923078,0.8162393162393162
2,TRUE_CARRY,0.12389380530973451,0.7713864306784661,0.46153846153846156,0.8803418803418803
2,SHAM_CARRY,0.07079646017699115,0.7300884955752213,0.10256410256410256,0.7692307692307693
