N,y,q,r,y_digits,q_digits,q_norm,q_bin,y_six_digits,exact,correct_digits,valid_digits
299,7528,25,53,4,2,0.08389262,Q0_25,False,1,2,2
299,25996,86,282,5,2,0.2885906,Q25_50,False,1,3,3
299,47527,158,285,5,3,0.53020134,Q50_75,False,0,1,3
299,70321,235,56,5,3,0.7885906,Q75_100,False,0,1,2
299,442,1,143,3,1,0.0033557,Q0_25,False,1,3,3
299,57648,192,240,5,3,0.6442953,Q50_75,False,0,1,3
299,47210,157,267,5,3,0.52684564,Q50_75,False,0,1,3
299,49375,165,40,5,3,0.55369128,Q50_75,False,0,0,2
299,57006,190,196,5,3,0.63758389,Q50_75,False,0,2,3
299,19465,65,30,5,2,0.21812081,Q0_25,False,0,0,2
299,74031,247,178,5,3,0.82885906,Q75_100,False,0,2,3
299,14488,48,136,5,2,0.16107383,Q0_25,False,0,1,3
299,19153,64,17,5,2,0.2147651,Q0_25,False,0,1,2
299,55014,183,297,5,3,0.61409396,Q50_75,False,0,2,3
299,28782,96,78,5,2,0.32214765,Q25_50,False,0,1,2
299,54251,181,132,5,3,0.60738255,Q50_75,False,0,2,3
299,30419,101,220,5,3,0.33892617,Q25_50,False,0,2,3
299,69676,233,9,5,3,0.78187919,Q75_100,False,0,0,1
299,8513,28,141,4,2,0.09395973,Q0_25,False,1,3,3
299,41975,140,115,5,3,0.46979866,Q25_50,False,0,1,3
299,51199,171,70,5,3,0.5738255,Q50_75,False,0,1,2
299,36961,123,184,5,3,0.41275168,Q25_50,False,0,1,3
299,22929,76,205,5,2,0.25503356,Q25_50,False,0,1,3
299,8532,28,160,4,2,0.09395973,Q0_25,False,0,2,3
299,22652,75,227,5,2,0.25167785,Q25_50,False,0,1,3
299,61964,207,71,5,3,0.69463087,Q50_75,False,0,1,2
299,52236,174,210,5,3,0.58389262,Q50_75,False,0,1,3
299,88675,296,171,5,3,0.99328859,Q75_100,False,1,3,3
299,86728,290,18,5,3,0.97315436,Q75_100,False,0,1,2
299,66161,221,82,5,3,0.74161074,Q50_75,False,1,2,2
299,7209,24,33,4,2,0.08053691,Q0_25,False,1,2,2
299,40839,136,175,5,3,0.45637584,Q25_50,False,0,2,3
299,40477,135,112,5,3,0.45302013,Q25_50,False,0,1,3
299,1959,6,165,4,1,0.02013423,Q0_25,False,1,3,3
299,56936,190,126,5,3,0.63758389,Q50_75,False,0,1,3
299,85695,286,181,5,3,0.95973154,Q75_100,False,0,2,3
299,38778,129,207,5,3,0.43288591,Q25_50,False,0,0,3
299,8919,29,248,4,2,0.09731544,Q0_25,False,1,3,3
299,87831,293,224,5,3,0.98322148,Q75_100,False,0,1,3
299,52010,173,283,5,3,0.58053691,Q50_75,False,0,1,3
299,46967,157,24,5,3,0.52684564,Q50_75,False,0,1,2
299,41959,140,99,5,3,0.46979866,Q25_50,False,0,0,2
299,70372,235,107,5,3,0.7885906,Q75_100,False,0,1,3
299,39237,131,68,5,3,0.43959732,Q25_50,False,0,1,2
299,8566,28,194,4,2,0.09395973,Q0_25,False,0,2,3
299,81238,271,209,5,3,0.90939597,Q75_100,False,0,1,3
299,71602,239,141,5,3,0.80201342,Q75_100,False,1,3,3
299,2357,7,264,4,1,0.02348993,Q0_25,False,1,3,3
299,61531,205,236,5,3,0.68791946,Q50_75,False,0,2,3
299,45980,153,233,5,3,0.51342282,Q50_75,False,0,1,3
299,85760,286,246,5,3,0.95973154,Q75_100,False,0,1,3
299,50555,169,24,5,3,0.56711409,Q50_75,False,0,1,2
299,55770,186,156,5,3,0.62416107,Q50_75,False,0,2,3
299,64535,215,250,5,3,0.72147651,Q50_75,False,0,0,3
299,27144,90,234,5,2,0.30201342,Q25_50,False,0,2,3
299,80748,270,18,5,3,0.90604027,Q75_100,False,0,1,2
299,79530,265,295,5,3,0.88926174,Q75_100,False,0,1,3
299,17484,58,142,5,2,0.19463087,Q0_25,False,0,1,3
299,61849,206,255,5,3,0.69127517,Q50_75,False,0,2,3
299,30332,101,133,5,3,0.33892617,Q25_50,False,0,2,3
299,43274,144,218,5,3,0.48322148,Q25_50,False,0,1,3
299,21238,71,9,5,2,0.23825503,Q0_25,False,0,0,1
299,12519,41,260,5,2,0.13758389,Q0_25,False,0,2,3
299,81333,272,5,5,3,0.91275168,Q75_100,False,0,0,1
299,71472,239,11,5,3,0.80201342,Q75_100,False,0,0,2
299,70225,234,259,5,3,0.7852349,Q75_100,False,0,1,3
299,36557,122,79,5,3,0.40939597,Q25_50,False,0,1,2
299,59774,199,273,5,3,0.66778523,Q50_75,False,0,2,3
299,1469,4,273,4,1,0.01342282,Q0_25,False,0,2,3
299,62051,207,158,5,3,0.69463087,Q50_75,False,0,1,3
299,69522,232,154,5,3,0.77852349,Q75_100,False,0,2,3
299,14846,49,195,5,2,0.16442953,Q0_25,False,0,1,3
299,59318,198,116,5,3,0.66442953,Q50_75,False,0,2,3
299,9139,30,169,4,2,0.10067114,Q0_25,False,0,2,3
299,59274,198,72,5,3,0.66442953,Q50_75,False,0,1,2
299,41549,138,287,5,3,0.46308725,Q25_50,False,0,1,3
299,69172,231,103,5,3,0.77516779,Q75_100,False,0,1,3
299,85973,287,160,5,3,0.96308725,Q75_100,False,0,1,3
299,15515,51,266,5,2,0.17114094,Q0_25,False,0,1,3
299,22101,73,274,5,2,0.24496644,Q0_25,False,0,1,3
299,68120,227,247,5,3,0.76174497,Q75_100,False,0,2,3
299,20037,67,4,5,2,0.22483221,Q0_25,False,0,0,1
299,78392,262,54,5,3,0.87919463,Q75_100,False,0,1,2
299,74769,250,19,5,3,0.83892617,Q75_100,False,0,0,2
299,77364,258,222,5,3,0.86577181,Q75_100,False,1,3,3
299,32303,108,11,5,3,0.36241611,Q25_50,False,1,2,2
299,29361,98,59,5,2,0.32885906,Q25_50,False,0,0,2
299,28182,94,76,5,2,0.31543624,Q25_50,False,0,1,2
299,81544,272,216,5,3,0.91275168,Q75_100,False,0,2,3
299,69453,232,85,5,3,0.77852349,Q75_100,False,0,1,2
299,66329,221,250,5,3,0.74161074,Q50_75,False,0,0,3
299,3297,11,8,4,2,0.03691275,Q0_25,False,1,1,1
299,9935,33,68,4,2,0.11073826,Q0_25,False,1,2,2
299,34516,115,131,5,3,0.38590604,Q25_50,False,0,2,3
299,65488,219,7,5,3,0.73489933,Q50_75,False,0,0,1
299,8836,29,165,4,2,0.09731544,Q0_25,False,0,2,3
299,46379,155,34,5,3,0.52013423,Q50_75,False,0,1,2
299,57156,191,47,5,3,0.6409396,Q50_75,False,0,1,2
299,66586,222,208,5,3,0.74496644,Q50_75,False,0,1,3
299,51342,171,213,5,3,0.5738255,Q50_75,False,0,1,3
299,56407,188,195,5,3,0.63087248,Q50_75,False,0,1,3
299,76264,255,19,5,3,0.8557047,Q75_100,False,0,1,2
299,36306,121,127,5,3,0.40604027,Q25_50,False,0,1,3
299,88391,295,186,5,3,0.98993289,Q75_100,False,0,2,3
299,81110,271,81,5,3,0.90939597,Q75_100,False,1,2,2
299,33890,113,103,5,3,0.37919463,Q25_50,False,0,2,3
299,27717,92,209,5,2,0.30872483,Q25_50,False,0,1,3
299,33354,111,165,5,3,0.37248322,Q25_50,False,0,1,3
299,77134,257,291,5,3,0.86241611,Q75_100,False,0,2,3
299,77019,257,176,5,3,0.86241611,Q75_100,False,0,1,3
299,56736,189,225,5,3,0.63422819,Q50_75,False,0,1,3
299,85737,286,223,5,3,0.95973154,Q75_100,False,0,1,3
299,86657,289,246,5,3,0.96979866,Q75_100,False,0,2,3
299,24051,80,131,5,2,0.26845638,Q25_50,False,1,3,3
299,37803,126,129,5,3,0.42281879,Q25_50,False,0,1,3
299,66032,220,252,5,3,0.73825503,Q50_75,False,0,2,3
299,297,0,297,3,1,0.0,Q0_25,False,1,3,3
299,6455,21,176,4,2,0.0704698,Q0_25,False,1,3,3
299,59453,198,251,5,3,0.66442953,Q50_75,False,0,2,3
299,23491,78,169,5,2,0.26174497,Q25_50,False,0,1,3
299,83652,279,231,5,3,0.93624161,Q75_100,False,1,3,3
299,11804,39,143,5,2,0.13087248,Q0_25,False,0,1,3
299,18781,62,243,5,2,0.20805369,Q0_25,False,0,2,3
299,19056,63,219,5,2,0.2114094,Q0_25,False,0,0,3
299,39664,132,196,5,3,0.44295302,Q25_50,False,0,1,3
299,33811,113,24,5,3,0.37919463,Q25_50,False,0,1,2
299,72221,241,162,5,3,0.80872483,Q75_100,False,0,2,3
299,59162,197,259,5,3,0.66107383,Q50_75,False,0,1,3
299,26470,88,158,5,2,0.29530201,Q25_50,False,0,2,3
299,87622,293,15,5,3,0.98322148,Q75_100,False,0,1,2
299,13591,45,136,5,2,0.15100671,Q0_25,False,0,2,3
299,3764,12,176,4,2,0.04026846,Q0_25,False,0,2,3
299,41294,138,32,5,3,0.46308725,Q25_50,False,0,1,2
299,70531,235,266,5,3,0.7885906,Q75_100,False,0,1,3
299,76093,254,147,5,3,0.85234899,Q75_100,False,0,1,3
299,9457,31,188,4,2,0.10402685,Q0_25,False,1,3,3
299,16412,54,266,5,2,0.18120805,Q0_25,False,0,1,3
299,53568,179,47,5,3,0.60067114,Q50_75,False,0,1,2
299,71189,238,27,5,3,0.79865772,Q75_100,False,0,1,2
299,1901,6,107,4,1,0.02013423,Q0_25,False,1,3,3
299,20085,67,52,5,2,0.22483221,Q0_25,False,0,1,2
299,53504,178,282,5,3,0.59731544,Q50_75,False,0,1,3
299,21908,73,81,5,2,0.24496644,Q0_25,False,1,2,2
299,83053,277,230,5,3,0.9295302,Q75_100,False,0,2,3
299,7921,26,147,4,2,0.08724832,Q0_25,False,1,3,3
299,52965,177,42,5,3,0.59395973,Q50_75,False,0,1,2
299,3779,12,191,4,2,0.04026846,Q0_25,False,1,3,3
299,43495,145,140,5,3,0.48657718,Q25_50,False,0,2,3
299,81877,273,250,5,3,0.91610738,Q75_100,False,0,1,3
299,64095,214,109,5,3,0.71812081,Q50_75,False,0,1,3
299,61345,205,50,5,3,0.68791946,Q50_75,False,0,1,2
299,28939,96,235,5,2,0.32214765,Q25_50,False,0,1,3
299,53861,180,41,5,3,0.60402685,Q50_75,False,1,2,2
299,48945,163,208,5,3,0.54697987,Q50_75,False,0,1,3
299,80236,268,104,5,3,0.89932886,Q75_100,False,0,2,3
299,24297,81,78,5,2,0.27181208,Q25_50,False,0,1,2
299,44432,148,180,5,3,0.4966443,Q25_50,False,0,1,3
299,84800,283,183,5,3,0.94966443,Q75_100,False,0,2,3
299,26570,88,258,5,2,0.29530201,Q25_50,False,0,1,3
299,87416,292,108,5,3,0.97986577,Q75_100,False,0,2,3
299,19518,65,83,5,2,0.21812081,Q0_25,False,0,0,2
299,68370,228,198,5,3,0.76510067,Q75_100,False,0,0,3
299,12407,41,148,5,2,0.13758389,Q0_25,False,0,2,3
299,79061,264,125,5,3,0.88590604,Q75_100,False,0,2,3
299,48434,161,295,5,3,0.54026846,Q50_75,False,0,1,3
299,50695,169,164,5,3,0.56711409,Q50_75,False,0,2,3
299,50253,168,21,5,3,0.56375839,Q50_75,False,1,2,2
299,75471,252,123,5,3,0.84563758,Q75_100,False,0,1,3
299,40122,134,56,5,3,0.44966443,Q25_50,False,0,1,2
299,20417,68,85,5,2,0.22818792,Q0_25,False,0,1,2
299,72334,241,275,5,3,0.80872483,Q75_100,False,0,1,3
299,68044,227,171,5,3,0.76174497,Q75_100,False,0,2,3
299,13849,46,95,5,2,0.15436242,Q0_25,False,0,1,2
299,3394,11,105,4,2,0.03691275,Q0_25,False,0,2,3
299,24250,81,31,5,2,0.27181208,Q25_50,False,1,2,2
299,70089,234,123,5,3,0.7852349,Q75_100,False,0,1,3
299,27867,93,60,5,2,0.31208054,Q25_50,False,0,1,2
299,39532,132,64,5,3,0.44295302,Q25_50,False,0,1,2
299,24823,83,6,5,2,0.27852349,Q25_50,False,0,0,1
299,13597,45,142,5,2,0.15100671,Q0_25,False,1,3,3
299,24125,80,205,5,2,0.26845638,Q25_50,False,0,1,3
299,21528,72,0,5,2,0.24161074,Q0_25,False,0,0,1
299,62513,209,22,5,3,0.70134228,Q50_75,False,0,1,2
299,69738,233,71,5,3,0.78187919,Q75_100,False,0,0,2
299,58563,195,258,5,3,0.65436242,Q50_75,False,0,1,3
299,71165,238,3,5,3,0.79865772,Q75_100,False,0,0,1
299,8405,28,33,4,2,0.09395973,Q0_25,False,1,2,2
299,69101,231,32,5,3,0.77516779,Q75_100,False,0,1,2
299,11260,37,197,5,2,0.12416107,Q0_25,False,0,2,3
299,19958,66,224,5,2,0.22147651,Q0_25,False,0,1,3
299,28269,94,163,5,2,0.31543624,Q25_50,False,0,2,3
299,29418,98,116,5,2,0.32885906,Q25_50,False,0,2,3
299,7052,23,175,4,2,0.07718121,Q0_25,False,1,3,3
299,87534,292,226,5,3,0.97986577,Q75_100,False,0,2,3
299,59276,198,74,5,3,0.66442953,Q50_75,False,0,1,2
299,68028,227,155,5,3,0.76174497,Q75_100,False,0,1,3
299,75025,250,275,5,3,0.83892617,Q75_100,False,0,1,3
299,22064,73,237,5,2,0.24496644,Q0_25,False,0,1,3
299,86747,290,37,5,3,0.97315436,Q75_100,False,0,1,2
299,1266,4,70,4,1,0.01342282,Q0_25,False,1,2,2
299,4994,16,210,4,2,0.05369128,Q0_25,False,0,2,3
299,25228,84,112,5,2,0.28187919,Q25_50,False,0,2,3
299,24566,82,48,5,2,0.27516779,Q25_50,False,0,1,2
299,14829,49,178,5,2,0.16442953,Q0_25,False,0,2,3
299,84914,283,297,5,3,0.94966443,Q75_100,False,0,2,3
299,82208,274,282,5,3,0.91946309,Q75_100,False,0,1,3
299,63584,212,196,5,3,0.7114094,Q50_75,False,0,1,3
299,21254,71,25,5,2,0.23825503,Q0_25,False,0,1,2
299,83171,278,49,5,3,0.93288591,Q75_100,False,0,0,2
299,13985,46,231,5,2,0.15436242,Q0_25,False,1,3,3
299,2211,7,118,4,1,0.02348993,Q0_25,False,0,2,3
299,40668,136,4,5,3,0.45637584,Q25_50,False,0,0,1
299,42251,141,92,5,3,0.47315436,Q25_50,False,0,1,2
299,36293,121,114,5,3,0.40604027,Q25_50,False,0,2,3
299,34356,114,270,5,3,0.38255034,Q25_50,False,0,2,3
299,50197,167,264,5,3,0.56040268,Q50_75,False,0,1,3
299,43524,145,169,5,3,0.48657718,Q25_50,False,0,2,3
299,9545,31,276,4,2,0.10402685,Q0_25,False,0,1,3
299,39705,132,237,5,3,0.44295302,Q25_50,False,0,1,3
299,62433,208,241,5,3,0.69798658,Q50_75,False,1,3,3
299,41728,139,167,5,3,0.46644295,Q25_50,False,0,2,3
299,14628,48,276,5,2,0.16107383,Q0_25,False,0,1,3
299,72686,243,29,5,3,0.81543624,Q75_100,False,0,0,2
299,87077,291,68,5,3,0.97651007,Q75_100,False,0,0,2
299,7946,26,172,4,2,0.08724832,Q0_25,False,1,3,3
299,17678,59,37,5,2,0.19798658,Q0_25,False,0,1,2
299,62463,208,271,5,3,0.69798658,Q50_75,False,0,2,3
299,81749,273,122,5,3,0.91610738,Q75_100,False,0,1,3
299,479,1,180,3,1,0.0033557,Q0_25,False,0,2,3
299,73881,247,28,5,3,0.82885906,Q75_100,False,0,1,2
299,5916,19,235,4,2,0.06375839,Q0_25,False,1,3,3
299,14540,48,188,5,2,0.16107383,Q0_25,False,0,2,3
299,4760,15,275,4,2,0.05033557,Q0_25,False,0,2,3
299,40786,136,122,5,3,0.45637584,Q25_50,False,0,2,3
299,54976,183,259,5,3,0.61409396,Q50_75,False,0,1,3
299,13443,44,287,5,2,0.14765101,Q0_25,False,0,1,3
299,85755,286,241,5,3,0.95973154,Q75_100,False,1,3,3
299,20283,67,250,5,2,0.22483221,Q0_25,False,0,1,3
299,9699,32,131,4,2,0.10738255,Q0_25,False,0,2,3
299,54630,182,212,5,3,0.61073826,Q50_75,False,0,1,3
299,21807,72,279,5,2,0.24161074,Q0_25,False,0,0,3
299,34624,115,239,5,3,0.38590604,Q25_50,False,0,1,3
299,70614,236,50,5,3,0.79194631,Q75_100,False,0,1,2
299,17153,57,110,5,2,0.19127517,Q0_25,False,0,2,3
299,4513,15,28,4,2,0.05033557,Q0_25,False,1,2,2
299,70172,234,206,5,3,0.7852349,Q75_100,False,0,2,3
299,41482,138,220,5,3,0.46308725,Q25_50,False,0,2,3
299,78622,262,284,5,3,0.87919463,Q75_100,False,0,1,3
299,16851,56,107,5,2,0.18791946,Q0_25,False,0,2,3
299,57389,191,280,5,3,0.6409396,Q50_75,False,0,2,3
299,59547,199,46,5,3,0.66778523,Q50_75,False,0,1,2
299,31679,105,284,5,3,0.35234899,Q25_50,False,0,2,3
299,78992,264,56,5,3,0.88590604,Q75_100,False,0,1,2
299,63405,212,17,5,3,0.7114094,Q50_75,False,0,1,2
299,13384,44,228,5,2,0.14765101,Q0_25,False,0,1,3
299,50299,168,67,5,3,0.56375839,Q50_75,False,0,1,2
299,35008,117,25,5,3,0.39261745,Q25_50,False,0,1,2
299,73165,244,209,5,3,0.81879195,Q75_100,False,0,1,3
299,37643,125,268,5,3,0.41946309,Q25_50,False,0,1,3
299,11038,36,274,5,2,0.12080537,Q0_25,False,0,1,3
299,70545,235,280,5,3,0.7885906,Q75_100,False,0,1,3
299,33720,112,232,5,3,0.37583893,Q25_50,False,0,1,3
299,75773,253,126,5,3,0.84899329,Q75_100,False,0,1,3
299,41002,137,39,5,3,0.45973154,Q25_50,False,0,1,2
299,85495,285,280,5,3,0.95637584,Q75_100,False,0,2,3
299,11375,38,13,5,2,0.12751678,Q0_25,False,0,1,2
299,48183,161,44,5,3,0.54026846,Q50_75,False,0,1,2
299,78510,262,172,5,3,0.87919463,Q75_100,False,1,3,3
299,39804,133,37,5,3,0.44630872,Q25_50,False,0,1,2
299,11503,38,141,5,2,0.12751678,Q0_25,False,1,3,3
299,55450,185,135,5,3,0.62080537,Q50_75,False,0,2,3
299,16010,53,163,5,2,0.17785235,Q0_25,False,0,2,3
299,70672,236,108,5,3,0.79194631,Q75_100,False,0,1,3
299,9910,33,43,4,2,0.11073826,Q0_25,False,1,2,2
299,14165,47,112,5,2,0.15771812,Q0_25,False,1,3,3
299,4447,14,261,4,2,0.04697987,Q0_25,False,1,3,3
299,66102,221,23,5,3,0.74161074,Q50_75,False,0,1,2
299,3256,10,266,4,2,0.03355705,Q0_25,False,1,3,3
299,56693,189,182,5,3,0.63422819,Q50_75,False,0,2,3
299,6178,20,198,4,2,0.06711409,Q0_25,False,0,2,3
299,9610,32,42,4,2,0.10738255,Q0_25,False,1,2,2
299,68740,229,269,5,3,0.76845638,Q75_100,False,0,2,3
299,67784,226,210,5,3,0.75838926,Q75_100,False,0,2,3
299,38500,128,228,5,3,0.4295302,Q25_50,False,0,0,3
299,70594,236,30,5,3,0.79194631,Q75_100,False,0,1,2
299,17015,56,271,5,2,0.18791946,Q0_25,False,0,2,3
299,19633,65,198,5,2,0.21812081,Q0_25,False,0,1,3
299,2947,9,256,4,1,0.03020134,Q0_25,False,0,2,3
299,41260,137,297,5,3,0.45973154,Q25_50,False,0,1,3
299,74691,249,240,5,3,0.83557047,Q75_100,False,0,2,3
299,43169,144,113,5,3,0.48322148,Q25_50,False,0,1,3
299,52313,174,287,5,3,0.58389262,Q50_75,False,0,1,3
299,81780,273,153,5,3,0.91610738,Q75_100,False,0,2,3
299,45438,151,289,5,3,0.50671141,Q50_75,False,0,1,3
299,48946,163,209,5,3,0.54697987,Q50_75,False,0,1,3
299,41616,139,55,5,3,0.46644295,Q25_50,False,0,1,2
299,11371,38,9,5,2,0.12751678,Q0_25,False,0,0,1
299,41357,138,95,5,3,0.46308725,Q25_50,False,0,1,2
299,86374,288,262,5,3,0.96644295,Q75_100,False,0,2,3
299,21119,70,189,5,2,0.23489933,Q0_25,False,0,0,3
299,77691,259,250,5,3,0.86912752,Q75_100,False,0,2,3
299,20822,69,191,5,2,0.23154362,Q0_25,False,0,2,3
299,68435,228,263,5,3,0.76510067,Q75_100,False,0,1,3
299,69686,233,19,5,3,0.78187919,Q75_100,False,0,1,2
299,88909,297,106,5,3,0.9966443,Q75_100,False,0,2,3
299,3332,11,43,4,2,0.03691275,Q0_25,False,1,2,2
299,46628,155,283,5,3,0.52013423,Q50_75,False,0,1,3
299,11179,37,116,5,2,0.12416107,Q0_25,False,0,2,3
299,73004,244,48,5,3,0.81879195,Q75_100,False,0,1,2
299,66449,222,71,5,3,0.74496644,Q50_75,False,1,2,2
299,52708,176,84,5,3,0.59060403,Q50_75,False,0,1,2
299,8736,29,65,4,2,0.09731544,Q0_25,False,1,2,2
299,71162,238,0,5,3,0.79865772,Q75_100,False,0,0,1
299,11629,38,267,5,2,0.12751678,Q0_25,False,0,1,3
299,64188,214,202,5,3,0.71812081,Q50_75,False,0,2,3
299,88535,296,31,5,3,0.99328859,Q75_100,False,1,2,2
299,45256,151,107,5,3,0.50671141,Q50_75,False,0,2,3
299,81458,272,130,5,3,0.91275168,Q75_100,False,0,1,3
299,52181,174,155,5,3,0.58389262,Q50_75,False,0,2,3
299,4370,14,184,4,2,0.04697987,Q0_25,False,1,3,3
299,58624,196,20,5,3,0.65771812,Q50_75,False,0,0,2
299,62514,209,23,5,3,0.70134228,Q50_75,False,0,1,2
299,16005,53,158,5,2,0.17785235,Q0_25,False,0,2,3
299,9849,32,281,4,2,0.10738255,Q0_25,False,0,0,3
299,72127,241,68,5,3,0.80872483,Q75_100,False,0,1,2
299,51860,173,133,5,3,0.58053691,Q50_75,False,0,2,3
299,41278,138,16,5,3,0.46308725,Q25_50,False,0,1,2
299,75865,253,218,5,3,0.84899329,Q75_100,False,0,2,3
299,83563,279,142,5,3,0.93624161,Q75_100,False,0,2,3
299,26249,87,236,5,2,0.29194631,Q25_50,False,0,1,3
299,46636,155,291,5,3,0.52013423,Q50_75,False,0,1,3
299,65020,217,137,5,3,0.72818792,Q50_75,False,0,1,3
299,17256,57,213,5,2,0.19127517,Q0_25,False,0,1,3
299,63908,213,221,5,3,0.7147651,Q50_75,False,0,2,3
299,31734,106,40,5,3,0.3557047,Q25_50,False,0,0,2
299,11550,38,188,5,2,0.12751678,Q0_25,False,0,2,3
299,10093,33,226,5,2,0.11073826,Q0_25,False,0,1,3
299,73658,246,104,5,3,0.82550336,Q75_100,False,0,2,3
299,24323,81,104,5,2,0.27181208,Q25_50,False,0,2,3
299,2223,7,130,4,1,0.02348993,Q0_25,False,0,2,3
299,75043,250,293,5,3,0.83892617,Q75_100,False,0,2,3
299,37700,126,26,5,3,0.42281879,Q25_50,False,0,1,2
299,23678,79,57,5,2,0.26510067,Q25_50,False,0,1,2
299,88130,294,224,5,3,0.98657718,Q75_100,False,0,1,3
299,2128,7,35,4,1,0.02348993,Q0_25,False,1,2,2
299,43461,145,106,5,3,0.48657718,Q25_50,False,0,1,3
299,70941,237,78,5,3,0.79530201,Q75_100,False,0,1,2
299,86271,288,159,5,3,0.96644295,Q75_100,False,0,1,3
299,47587,159,46,5,3,0.53355705,Q50_75,False,0,1,2
299,55586,185,271,5,3,0.62080537,Q50_75,False,0,2,3
299,14576,48,224,5,2,0.16107383,Q0_25,False,0,2,3
299,21540,72,12,5,2,0.24161074,Q0_25,False,0,1,2
299,5020,16,236,4,2,0.05369128,Q0_25,False,0,2,3
299,6112,20,132,4,2,0.06711409,Q0_25,False,0,2,3
299,72189,241,130,5,3,0.80872483,Q75_100,False,0,1,3
299,65687,219,206,5,3,0.73489933,Q50_75,False,0,2,3
299,32028,107,35,5,3,0.3590604,Q25_50,False,0,1,2
299,57778,193,71,5,3,0.64765101,Q50_75,False,1,2,2
299,11541,38,179,5,2,0.12751678,Q0_25,False,0,2,3
299,66005,220,225,5,3,0.73825503,Q50_75,False,0,2,3
299,8921,29,250,4,2,0.09731544,Q0_25,False,0,2,3
299,87901,293,294,5,3,0.98322148,Q75_100,False,0,2,3
299,82047,274,121,5,3,0.91946309,Q75_100,False,1,3,3
299,37657,125,282,5,3,0.41946309,Q25_50,False,0,2,3
299,64434,215,149,5,3,0.72147651,Q50_75,False,0,1,3
299,4687,15,202,4,2,0.05033557,Q0_25,False,0,2,3
299,43396,145,41,5,3,0.48657718,Q25_50,False,0,1,2
299,82400,275,175,5,3,0.92281879,Q75_100,False,0,2,3
299,74603,249,152,5,3,0.83557047,Q75_100,False,1,3,3
299,18013,60,73,5,2,0.20134228,Q0_25,False,0,1,2
299,17093,57,50,5,2,0.19127517,Q0_25,False,0,0,2
299,53586,179,65,5,3,0.60067114,Q50_75,False,0,1,2
299,47798,159,257,5,3,0.53355705,Q50_75,False,0,1,3
299,60239,201,140,5,3,0.67449664,Q50_75,False,0,0,3
299,42999,143,242,5,3,0.47986577,Q25_50,False,1,3,3
299,48231,161,92,5,3,0.54026846,Q50_75,False,0,1,2
299,1392,4,196,4,1,0.01342282,Q0_25,False,1,3,3
299,14890,49,239,5,2,0.16442953,Q0_25,False,0,1,3
299,667,2,69,3,1,0.00671141,Q0_25,False,1,2,2
299,47797,159,256,5,3,0.53355705,Q50_75,False,0,2,3
299,23594,78,272,5,2,0.26174497,Q25_50,False,0,2,3
299,69838,233,171,5,3,0.78187919,Q75_100,False,0,1,3
299,81138,271,109,5,3,0.90939597,Q75_100,False,0,1,3
299,73506,245,251,5,3,0.82214765,Q75_100,False,0,1,3
299,64834,216,250,5,3,0.72483221,Q50_75,False,0,2,3
299,57355,191,246,5,3,0.6409396,Q50_75,False,0,1,3
299,7171,23,294,4,2,0.07718121,Q0_25,False,0,2,3
299,56785,189,274,5,3,0.63422819,Q50_75,False,0,1,3
299,17591,58,249,5,2,0.19463087,Q0_25,False,0,1,3
299,52825,176,201,5,3,0.59060403,Q50_75,False,0,2,3
299,38408,128,136,5,3,0.4295302,Q25_50,False,0,1,3
299,83601,279,180,5,3,0.93624161,Q75_100,False,0,2,3
299,15587,52,39,5,2,0.17449664,Q0_25,False,0,1,2
299,83543,279,122,5,3,0.93624161,Q75_100,False,0,2,3
299,1042,3,145,4,1,0.01006711,Q0_25,False,1,3,3
299,66201,221,122,5,3,0.74161074,Q50_75,False,0,1,3
299,15672,52,124,5,2,0.17449664,Q0_25,False,0,2,3
299,52649,176,25,5,3,0.59060403,Q50_75,False,0,1,2
299,4141,13,254,4,2,0.04362416,Q0_25,False,1,3,3
299,52645,176,21,5,3,0.59060403,Q50_75,False,1,2,2
299,11479,38,117,5,2,0.12751678,Q0_25,False,0,1,3
299,38617,129,46,5,3,0.43288591,Q25_50,False,0,1,2
299,84536,282,218,5,3,0.94630872,Q75_100,False,0,1,3
299,4292,14,106,4,2,0.04697987,Q0_25,False,1,3,3
299,52100,174,74,5,3,0.58389262,Q50_75,False,0,1,2
299,4055,13,168,4,2,0.04362416,Q0_25,False,1,3,3
299,46502,155,157,5,3,0.52013423,Q50_75,False,0,2,3
299,76965,257,122,5,3,0.86241611,Q75_100,False,0,2,3
299,38577,129,6,5,3,0.43288591,Q25_50,False,0,0,1
299,56247,188,35,5,3,0.63087248,Q50_75,False,0,1,2
299,66061,220,281,5,3,0.73825503,Q50_75,False,0,2,3
299,18825,62,287,5,2,0.20805369,Q0_25,False,0,1,3
299,5503,18,121,4,2,0.06040268,Q0_25,False,0,2,3
299,8266,27,193,4,2,0.09060403,Q0_25,False,0,2,3
299,60946,203,249,5,3,0.68120805,Q50_75,False,0,1,3
299,65203,218,21,5,3,0.73154362,Q50_75,False,1,2,2
299,17853,59,212,5,2,0.19798658,Q0_25,False,0,2,3
299,3126,10,136,4,2,0.03355705,Q0_25,False,0,2,3
299,25158,84,42,5,2,0.28187919,Q25_50,False,0,1,2
299,19095,63,258,5,2,0.2114094,Q0_25,False,0,1,3
299,31443,105,48,5,3,0.35234899,Q25_50,False,0,1,2
299,74025,247,172,5,3,0.82885906,Q75_100,False,1,3,3
