N,y,q,r,y_digits,q_digits,q_norm,q_bin,y_six_digits,exact,correct_digits,valid_digits
323,95918,296,310,5,3,0.91925466,Q75_100,False,0,2,3
323,92164,285,109,5,3,0.88509317,Q75_100,False,0,1,3
323,62949,194,287,5,3,0.60248447,Q50_75,False,0,1,3
323,22781,70,171,5,2,0.2173913,Q0_25,False,0,1,3
323,81451,252,55,5,3,0.7826087,Q75_100,False,0,0,2
323,79508,246,50,5,3,0.76397516,Q75_100,False,0,0,2
323,75530,233,271,5,3,0.72360248,Q50_75,False,0,1,3
323,59496,184,64,5,3,0.57142857,Q50_75,False,0,1,2
323,102947,318,233,6,3,0.98757764,Q75_100,True,0,1,3
323,101310,313,211,6,3,0.97204969,Q75_100,True,0,2,3
323,68157,211,4,5,3,0.6552795,Q50_75,False,0,0,1
323,46202,143,13,5,3,0.44409938,Q25_50,False,0,1,2
323,49700,153,281,5,3,0.47515528,Q25_50,False,0,2,3
323,70367,217,276,5,3,0.67391304,Q50_75,False,0,1,3
323,25087,77,216,5,2,0.23913043,Q0_25,False,0,2,3
323,35630,110,100,5,3,0.34161491,Q25_50,False,0,1,3
323,11266,34,284,5,2,0.10559006,Q0_25,False,0,1,3
323,77478,239,281,5,3,0.74223602,Q50_75,False,0,1,3
323,55745,172,189,5,3,0.53416149,Q50_75,False,0,1,3
323,18034,55,269,5,2,0.17080745,Q0_25,False,0,1,3
323,54581,168,317,5,3,0.52173913,Q50_75,False,0,2,3
323,70470,218,56,5,3,0.67701863,Q50_75,False,0,0,2
323,53143,164,171,5,3,0.50931677,Q50_75,False,0,1,3
323,78361,242,195,5,3,0.7515528,Q75_100,False,0,1,3
323,39196,121,113,5,3,0.3757764,Q25_50,False,0,2,3
323,37072,114,250,5,3,0.35403727,Q25_50,False,0,1,3
323,2762,8,178,4,1,0.02484472,Q0_25,False,0,1,3
323,24706,76,158,5,2,0.23602484,Q0_25,False,0,1,3
323,66909,207,48,5,3,0.64285714,Q50_75,False,0,0,2
323,13890,43,1,5,2,0.13354037,Q0_25,False,0,0,1
323,88132,272,276,5,3,0.8447205,Q75_100,False,0,1,3
323,61589,190,219,5,3,0.59006211,Q50_75,False,1,3,3
323,46995,145,160,5,3,0.45031056,Q25_50,False,0,1,3
323,54025,167,84,5,3,0.51863354,Q50_75,False,0,0,2
323,44080,136,152,5,3,0.42236025,Q25_50,False,0,1,3
323,77237,239,40,5,3,0.74223602,Q50_75,False,0,0,2
323,47524,147,43,5,3,0.45652174,Q25_50,False,0,0,2
323,54954,170,44,5,3,0.52795031,Q50_75,False,0,0,2
323,41326,127,305,5,3,0.39440994,Q25_50,False,0,1,3
323,78969,244,157,5,3,0.75776398,Q75_100,False,0,1,3
323,84663,262,37,5,3,0.8136646,Q75_100,False,0,0,2
323,99965,309,158,5,3,0.95962733,Q75_100,False,0,1,3
323,37599,116,131,5,3,0.36024845,Q25_50,False,0,1,3
323,95269,294,307,5,3,0.91304348,Q75_100,False,0,1,3
323,88661,274,159,5,3,0.85093168,Q75_100,False,0,1,3
323,52197,161,194,5,3,0.5,Q50_75,False,0,1,3
323,35957,111,104,5,3,0.3447205,Q25_50,False,0,1,3
323,46677,144,165,5,3,0.44720497,Q25_50,False,0,1,3
323,50774,157,63,5,3,0.48757764,Q25_50,False,0,0,2
323,8976,27,255,4,2,0.08385093,Q0_25,False,0,1,3
323,61565,190,195,5,3,0.59006211,Q50_75,False,0,1,3
323,21934,67,293,5,2,0.20807453,Q0_25,False,0,1,3
323,36191,112,15,5,3,0.34782609,Q25_50,False,0,1,2
323,24900,77,29,5,2,0.23913043,Q0_25,False,0,1,2
323,95381,295,96,5,3,0.91614907,Q75_100,False,0,0,2
323,91850,284,118,5,3,0.88198758,Q75_100,False,0,2,3
323,68764,212,288,5,3,0.65838509,Q50_75,False,0,1,3
323,83426,258,92,5,3,0.80124224,Q75_100,False,0,0,2
323,25400,78,206,5,2,0.24223602,Q0_25,False,0,1,3
323,25038,77,167,5,2,0.23913043,Q0_25,False,0,1,3
323,40214,124,162,5,3,0.38509317,Q25_50,False,0,1,3
323,63841,197,210,5,3,0.61180124,Q50_75,False,0,2,3
323,58813,182,27,5,3,0.56521739,Q50_75,False,0,0,2
323,70670,218,256,5,3,0.67701863,Q50_75,False,0,1,3
323,53053,164,81,5,3,0.50931677,Q50_75,False,0,0,2
323,74639,231,26,5,3,0.7173913,Q50_75,False,0,0,2
323,20279,62,253,5,2,0.19254658,Q0_25,False,0,1,3
323,85501,264,229,5,3,0.81987578,Q75_100,False,0,2,3
323,70803,219,66,5,3,0.68012422,Q50_75,False,0,0,2
323,72811,225,136,5,3,0.69875776,Q50_75,False,0,1,3
323,85737,265,142,5,3,0.82298137,Q75_100,False,0,1,3
323,10874,33,215,5,2,0.10248447,Q0_25,False,0,2,3
323,6398,19,261,4,2,0.05900621,Q0_25,False,0,1,3
323,57394,177,223,5,3,0.54968944,Q50_75,False,0,1,3
323,87838,271,305,5,3,0.84161491,Q75_100,False,0,1,3
323,101739,314,317,6,3,0.97515528,Q75_100,True,0,2,3
323,11426,35,121,5,2,0.10869565,Q0_25,False,0,1,3
323,40883,126,185,5,3,0.39130435,Q25_50,False,0,1,3
323,43990,136,62,5,3,0.42236025,Q25_50,False,0,0,2
323,74035,229,68,5,3,0.71118012,Q50_75,False,0,0,2
323,29847,92,131,5,2,0.28571429,Q25_50,False,0,1,3
323,77937,241,94,5,3,0.7484472,Q50_75,False,0,0,2
323,32055,99,78,5,2,0.30745342,Q25_50,False,0,0,2
323,69401,214,279,5,3,0.66459627,Q50_75,False,0,2,3
323,56701,175,176,5,3,0.54347826,Q50_75,False,0,1,3
323,91252,282,166,5,3,0.8757764,Q75_100,False,0,1,3
323,44741,138,167,5,3,0.42857143,Q25_50,False,0,1,3
323,30198,93,159,5,2,0.28881988,Q25_50,False,0,2,3
323,101911,315,166,6,3,0.97826087,Q75_100,True,0,1,3
323,46801,144,289,5,3,0.44720497,Q25_50,False,0,0,3
323,59725,184,293,5,3,0.57142857,Q50_75,False,0,1,3
323,19725,61,22,5,2,0.18944099,Q0_25,False,0,0,2
323,12548,38,274,5,2,0.11801242,Q0_25,False,0,1,3
323,71758,222,52,5,3,0.68944099,Q50_75,False,0,0,2
323,5464,16,296,4,2,0.04968944,Q0_25,False,0,2,3
323,11076,34,94,5,2,0.10559006,Q0_25,False,0,0,2
323,95711,296,103,5,3,0.91925466,Q75_100,False,0,1,3
323,48651,150,201,5,3,0.46583851,Q25_50,False,0,1,3
323,75491,233,232,5,3,0.72360248,Q50_75,False,0,1,3
323,79642,246,184,5,3,0.76397516,Q75_100,False,0,1,3
323,79989,247,208,5,3,0.76708075,Q75_100,False,0,1,3
323,39430,122,24,5,3,0.37888199,Q25_50,False,0,0,2
323,74703,231,90,5,3,0.7173913,Q50_75,False,0,0,2
323,18794,58,60,5,2,0.18012422,Q0_25,False,0,0,2
323,14375,44,163,5,2,0.13664596,Q0_25,False,0,1,3
323,23780,73,201,5,2,0.22670807,Q0_25,False,0,0,3
323,86050,266,132,5,3,0.82608696,Q75_100,False,0,1,3
323,34851,107,290,5,3,0.33229814,Q25_50,False,0,1,3
323,29925,92,209,5,2,0.28571429,Q25_50,False,0,1,3
323,64495,199,218,5,3,0.61801242,Q50_75,False,0,2,3
323,40872,126,174,5,3,0.39130435,Q25_50,False,0,1,3
323,15427,47,246,5,2,0.14596273,Q0_25,False,0,1,3
323,28022,86,244,5,2,0.26708075,Q25_50,False,0,1,3
323,20422,63,73,5,2,0.19565217,Q0_25,False,0,0,2
323,71212,220,152,5,3,0.68322981,Q50_75,False,0,1,3
323,55651,172,95,5,3,0.53416149,Q50_75,False,0,0,2
323,47203,146,45,5,3,0.45341615,Q25_50,False,0,0,2
323,75134,232,198,5,3,0.72049689,Q50_75,False,0,1,3
323,29332,90,262,5,2,0.27950311,Q25_50,False,0,1,3
323,72743,225,68,5,3,0.69875776,Q50_75,False,0,0,2
323,33703,104,111,5,3,0.32298137,Q25_50,False,0,2,3
323,22205,68,241,5,2,0.21118012,Q0_25,False,0,1,3
323,16617,51,144,5,2,0.15838509,Q0_25,False,0,1,3
323,88878,275,53,5,3,0.85403727,Q75_100,False,0,0,2
323,102164,316,96,6,3,0.98136646,Q75_100,True,0,0,2
323,64423,199,146,5,3,0.61801242,Q50_75,False,0,1,3
323,100775,311,322,6,3,0.96583851,Q75_100,True,0,0,3
323,5821,18,7,4,2,0.05590062,Q0_25,False,1,1,1
323,5687,17,196,4,2,0.05279503,Q0_25,False,0,2,3
323,50120,155,55,5,3,0.48136646,Q25_50,False,0,0,2
323,23304,72,48,5,2,0.22360248,Q0_25,False,0,0,2
323,13123,40,203,5,2,0.1242236,Q0_25,False,0,0,3
323,62585,193,246,5,3,0.59937888,Q50_75,False,0,1,3
323,44249,136,321,5,3,0.42236025,Q25_50,False,0,1,3
323,86993,269,106,5,3,0.83540373,Q75_100,False,0,1,3
323,28604,88,180,5,2,0.27329193,Q25_50,False,0,1,3
323,52932,163,283,5,3,0.50621118,Q50_75,False,0,1,3
323,22270,68,306,5,2,0.21118012,Q0_25,False,0,0,3
323,17133,53,14,5,2,0.16459627,Q0_25,False,1,2,2
323,74229,229,262,5,3,0.71118012,Q50_75,False,0,1,3
323,2587,8,3,4,1,0.02484472,Q0_25,False,0,0,1
323,70322,217,231,5,3,0.67391304,Q50_75,False,0,2,3
323,61089,189,42,5,3,0.58695652,Q50_75,False,0,0,2
323,44531,137,280,5,3,0.42546584,Q25_50,False,0,1,3
323,19002,58,268,5,2,0.18012422,Q0_25,False,0,1,3
323,73684,228,40,5,3,0.70807453,Q50_75,False,0,0,2
323,61096,189,49,5,3,0.58695652,Q50_75,False,0,1,2
323,3223,9,316,4,1,0.02795031,Q0_25,False,0,0,3
323,96703,299,126,5,3,0.92857143,Q75_100,False,0,1,3
323,61378,190,8,5,3,0.59006211,Q50_75,False,0,0,1
323,98061,303,192,5,3,0.94099379,Q75_100,False,0,1,3
323,80754,250,4,5,3,0.77639752,Q75_100,False,0,0,1
323,65873,203,304,5,3,0.63043478,Q50_75,False,0,1,3
323,58749,181,286,5,3,0.5621118,Q50_75,False,0,1,3
323,21558,66,240,5,2,0.20496894,Q0_25,False,0,1,3
323,21852,67,211,5,2,0.20807453,Q0_25,False,0,2,3
323,56466,174,264,5,3,0.54037267,Q50_75,False,0,1,3
323,96281,298,27,5,3,0.92546584,Q75_100,False,0,0,2
323,47005,145,170,5,3,0.45031056,Q25_50,False,0,1,3
323,6481,20,21,4,2,0.0621118,Q0_25,False,0,1,2
323,97035,300,135,5,3,0.93167702,Q75_100,False,0,1,3
323,67528,209,21,5,3,0.64906832,Q50_75,False,0,0,2
323,70727,218,313,5,3,0.67701863,Q50_75,False,0,2,3
323,81459,252,63,5,3,0.7826087,Q75_100,False,0,0,2
323,55759,172,203,5,3,0.53416149,Q50_75,False,0,1,3
323,27078,83,269,5,2,0.25776398,Q25_50,False,0,2,3
323,45894,142,28,5,3,0.44099379,Q25_50,False,0,0,2
323,15340,47,159,5,2,0.14596273,Q0_25,False,0,2,3
323,1861,5,246,4,1,0.01552795,Q0_25,False,0,2,3
323,56152,173,273,5,3,0.53726708,Q50_75,False,0,1,3
323,73409,227,88,5,3,0.70496894,Q50_75,False,0,0,2
323,90557,280,117,5,3,0.86956522,Q75_100,False,0,2,3
323,62066,192,50,5,3,0.59627329,Q50_75,False,0,0,2
323,72254,223,225,5,3,0.69254658,Q50_75,False,0,1,3
323,45835,141,292,5,3,0.4378882,Q25_50,False,0,1,3
323,76902,238,28,5,3,0.73913043,Q50_75,False,0,0,2
323,32301,100,1,5,3,0.31055901,Q25_50,False,0,0,1
323,15743,48,239,5,2,0.14906832,Q0_25,False,0,2,3
323,19898,61,195,5,2,0.18944099,Q0_25,False,0,1,3
323,83919,259,262,5,3,0.80434783,Q75_100,False,0,1,3
323,63720,197,89,5,3,0.61180124,Q50_75,False,0,1,2
323,67499,208,315,5,3,0.64596273,Q50_75,False,0,2,3
323,82487,255,122,5,3,0.79192547,Q75_100,False,0,1,3
323,92424,286,46,5,3,0.88819876,Q75_100,False,0,0,2
323,50409,156,21,5,3,0.48447205,Q25_50,False,0,0,2
323,3561,11,8,4,2,0.03416149,Q0_25,False,0,0,1
323,72095,223,66,5,3,0.69254658,Q50_75,False,0,0,2
323,90982,281,219,5,3,0.87267081,Q75_100,False,0,2,3
323,68448,211,295,5,3,0.6552795,Q50_75,False,0,1,3
323,18005,55,240,5,2,0.17080745,Q0_25,False,0,1,3
323,95160,294,198,5,3,0.91304348,Q75_100,False,0,1,3
323,50913,157,202,5,3,0.48757764,Q25_50,False,0,1,3
323,11599,35,294,5,2,0.10869565,Q0_25,False,0,2,3
323,19000,58,266,5,2,0.18012422,Q0_25,False,0,1,3
323,1054,3,85,4,1,0.00931677,Q0_25,False,0,1,2
323,54064,167,123,5,3,0.51863354,Q50_75,False,0,1,3
323,5106,15,261,4,2,0.04658385,Q0_25,False,0,2,3
323,121,0,121,3,1,0.0,Q0_25,False,0,1,3
323,20498,63,149,5,2,0.19565217,Q0_25,False,0,2,3
323,59114,183,5,5,3,0.56832298,Q50_75,False,0,0,1
323,4875,15,30,4,2,0.04658385,Q0_25,False,0,1,2
323,101710,314,288,6,3,0.97515528,Q75_100,True,0,0,3
323,89970,278,176,5,3,0.86335404,Q75_100,False,0,1,3
323,65723,203,154,5,3,0.63043478,Q50_75,False,0,1,3
323,9222,28,178,4,2,0.08695652,Q0_25,False,0,2,3
323,84,0,84,2,1,0.0,Q0_25,False,0,1,2
323,49717,153,298,5,3,0.47515528,Q25_50,False,0,0,3
323,63530,196,222,5,3,0.60869565,Q50_75,False,0,1,3
323,14962,46,104,5,2,0.14285714,Q0_25,False,0,1,3
323,86938,269,51,5,3,0.83540373,Q75_100,False,0,0,2
323,95589,295,304,5,3,0.91614907,Q75_100,False,0,1,3
323,10738,33,79,5,2,0.10248447,Q0_25,False,0,0,2
323,3073,9,166,4,1,0.02795031,Q0_25,False,0,0,3
323,45891,142,25,5,3,0.44099379,Q25_50,False,0,0,2
323,32662,101,39,5,3,0.3136646,Q25_50,False,0,1,2
323,101589,314,167,6,3,0.97515528,Q75_100,True,0,1,3
323,102581,317,190,6,3,0.98447205,Q75_100,True,0,0,3
323,64399,199,122,5,3,0.61801242,Q50_75,False,0,1,3
323,13663,42,97,5,2,0.13043478,Q0_25,False,0,0,2
323,4635,14,113,4,2,0.04347826,Q0_25,False,1,3,3
323,80770,250,20,5,3,0.77639752,Q75_100,False,0,0,2
323,9705,30,15,4,2,0.0931677,Q0_25,False,0,0,2
323,48004,148,200,5,3,0.45962733,Q25_50,False,0,0,3
323,41117,127,96,5,3,0.39440994,Q25_50,False,0,0,2
323,32305,100,5,5,3,0.31055901,Q25_50,False,0,0,1
323,73492,227,171,5,3,0.70496894,Q50_75,False,0,1,3
323,50302,155,237,5,3,0.48136646,Q25_50,False,0,1,3
323,33886,104,294,5,3,0.32298137,Q25_50,False,0,1,3
323,54082,167,141,5,3,0.51863354,Q50_75,False,0,1,3
323,94714,293,75,5,3,0.90993789,Q75_100,False,0,0,2
323,84637,262,11,5,3,0.8136646,Q75_100,False,0,1,2
323,62804,194,142,5,3,0.60248447,Q50_75,False,0,1,3
323,74658,231,45,5,3,0.7173913,Q50_75,False,0,0,2
323,28553,88,129,5,2,0.27329193,Q25_50,False,0,2,3
323,12660,39,63,5,2,0.12111801,Q0_25,False,0,0,2
323,12522,38,248,5,2,0.11801242,Q0_25,False,0,1,3
323,46357,143,168,5,3,0.44409938,Q25_50,False,0,1,3
323,92225,285,170,5,3,0.88509317,Q75_100,False,0,1,3
323,71321,220,261,5,3,0.68322981,Q50_75,False,0,2,3
323,66582,206,44,5,3,0.63975155,Q50_75,False,0,0,2
323,59381,183,272,5,3,0.56832298,Q50_75,False,0,1,3
323,28062,86,284,5,2,0.26708075,Q25_50,False,0,1,3
323,65316,202,70,5,3,0.62732919,Q50_75,False,0,0,2
323,86421,267,180,5,3,0.82919255,Q75_100,False,0,1,3
323,98825,305,310,5,3,0.94720497,Q75_100,False,0,2,3
323,57682,178,188,5,3,0.55279503,Q50_75,False,0,1,3
323,41363,128,19,5,3,0.39751553,Q25_50,False,1,2,2
323,21035,65,40,5,2,0.20186335,Q0_25,False,0,0,2
323,75585,234,3,5,3,0.72670807,Q50_75,False,0,0,1
323,9633,29,266,4,2,0.09006211,Q0_25,False,0,2,3
323,73845,228,201,5,3,0.70807453,Q50_75,False,0,0,3
323,66872,207,11,5,3,0.64285714,Q50_75,False,0,1,2
323,11976,37,25,5,2,0.11490683,Q0_25,False,0,0,2
323,76790,237,239,5,3,0.73602484,Q50_75,False,0,1,3
323,59000,182,214,5,3,0.56521739,Q50_75,False,0,2,3
323,21921,67,280,5,2,0.20807453,Q0_25,False,0,1,3
323,69095,213,296,5,3,0.66149068,Q50_75,False,0,1,3
323,15917,49,90,5,2,0.15217391,Q0_25,False,0,0,2
323,24144,74,242,5,2,0.22981366,Q0_25,False,0,1,3
323,102317,316,249,6,3,0.98136646,Q75_100,True,0,1,3
323,17889,55,124,5,2,0.17080745,Q0_25,False,0,1,3
323,37029,114,207,5,3,0.35403727,Q25_50,False,0,1,3
323,6260,19,123,4,2,0.05900621,Q0_25,False,0,2,3
323,22347,69,60,5,2,0.21428571,Q0_25,False,0,0,2
323,26978,83,169,5,2,0.25776398,Q25_50,False,0,2,3
323,74896,231,283,5,3,0.7173913,Q50_75,False,0,1,3
323,59105,182,319,5,3,0.56521739,Q50_75,False,1,3,3
323,81228,251,155,5,3,0.77950311,Q75_100,False,0,1,3
323,20551,63,202,5,2,0.19565217,Q0_25,False,0,0,3
323,32721,101,98,5,3,0.3136646,Q25_50,False,0,0,2
323,59132,183,23,5,3,0.56832298,Q50_75,False,0,0,2
323,73972,229,5,5,3,0.71118012,Q50_75,False,0,0,1
323,57557,178,63,5,3,0.55279503,Q50_75,False,0,0,2
323,88539,274,37,5,3,0.85093168,Q75_100,False,0,0,2
323,80027,247,246,5,3,0.76708075,Q75_100,False,0,1,3
323,68203,211,50,5,3,0.6552795,Q50_75,False,0,0,2
323,38496,119,59,5,3,0.36956522,Q25_50,False,0,1,2
323,55310,171,77,5,3,0.5310559,Q50_75,False,0,0,2
323,1170,3,201,4,1,0.00931677,Q0_25,False,0,1,3
323,28542,88,118,5,2,0.27329193,Q25_50,False,0,2,3
323,8997,27,276,4,2,0.08385093,Q0_25,False,0,1,3
323,67130,207,269,5,3,0.64285714,Q50_75,False,0,2,3
323,78489,243,0,5,3,0.75465839,Q75_100,False,0,0,1
323,23656,73,77,5,2,0.22670807,Q0_25,False,0,0,2
323,99643,308,159,5,3,0.95652174,Q75_100,False,0,1,3
323,33548,103,279,5,3,0.31987578,Q25_50,False,0,2,3
323,73096,226,98,5,3,0.70186335,Q50_75,False,0,0,2
323,101728,314,306,6,3,0.97515528,Q75_100,True,0,1,3
323,30325,93,286,5,2,0.28881988,Q25_50,False,0,1,3
323,17527,54,85,5,2,0.16770186,Q0_25,False,0,0,2
323,18573,57,162,5,2,0.17701863,Q0_25,False,0,1,3
323,88479,273,300,5,3,0.84782609,Q75_100,False,0,1,3
323,97820,302,274,5,3,0.9378882,Q75_100,False,0,1,3
323,102631,317,240,6,3,0.98447205,Q75_100,True,0,1,3
323,59071,182,285,5,3,0.56521739,Q50_75,False,0,1,3
323,6203,19,66,4,2,0.05900621,Q0_25,False,0,0,2
323,88048,272,192,5,3,0.8447205,Q75_100,False,0,1,3
323,71282,220,222,5,3,0.68322981,Q50_75,False,0,1,3
323,84630,262,4,5,3,0.8136646,Q75_100,False,0,0,1
323,9589,29,222,4,2,0.09006211,Q0_25,False,0,1,3
323,41024,127,3,5,3,0.39440994,Q25_50,False,0,0,1
323,83024,257,13,5,3,0.79813665,Q75_100,False,0,1,2
323,90834,281,71,5,3,0.87267081,Q75_100,False,0,0,2
323,1543,4,251,4,1,0.01242236,Q0_25,False,0,2,3
323,44412,137,161,5,3,0.42546584,Q25_50,False,0,1,3
323,35578,110,48,5,3,0.34161491,Q25_50,False,0,0,2
323,50232,155,167,5,3,0.48136646,Q25_50,False,0,1,3
323,41613,128,269,5,3,0.39751553,Q25_50,False,0,2,3
323,67352,208,168,5,3,0.64596273,Q50_75,False,0,1,3
323,1644,5,29,4,1,0.01552795,Q0_25,False,0,1,2
323,73996,229,29,5,3,0.71118012,Q50_75,False,0,0,2
323,85469,264,197,5,3,0.81987578,Q75_100,False,0,0,3
323,48903,151,130,5,3,0.4689441,Q25_50,False,0,1,3
323,14674,45,139,5,2,0.13975155,Q0_25,False,0,2,3
323,71318,220,258,5,3,0.68322981,Q50_75,False,0,1,3
323,31534,97,203,5,2,0.30124224,Q25_50,False,0,1,3
323,13847,42,281,5,2,0.13043478,Q0_25,False,0,1,3
323,98673,305,158,5,3,0.94720497,Q75_100,False,0,1,3
323,22977,71,44,5,2,0.22049689,Q0_25,False,0,0,2
323,11779,36,151,5,2,0.11180124,Q0_25,False,0,1,3
323,31325,96,317,5,2,0.29813665,Q25_50,False,0,2,3
323,88659,274,157,5,3,0.85093168,Q75_100,False,0,1,3
323,76330,236,102,5,3,0.73291925,Q50_75,False,0,1,3
323,69094,213,295,5,3,0.66149068,Q50_75,False,0,1,3
323,12641,39,44,5,2,0.12111801,Q0_25,False,0,0,2
323,22174,68,210,5,2,0.21118012,Q0_25,False,0,2,3
323,69719,215,274,5,3,0.66770186,Q50_75,False,0,1,3
323,29226,90,156,5,2,0.27950311,Q25_50,False,0,1,3
323,82994,256,306,5,3,0.79503106,Q75_100,False,0,1,3
323,71864,222,158,5,3,0.68944099,Q50_75,False,0,1,3
323,87796,271,263,5,3,0.84161491,Q75_100,False,0,1,3
323,79493,246,35,5,3,0.76397516,Q75_100,False,0,0,2
323,100347,310,217,6,3,0.96273292,Q75_100,True,0,2,3
323,81559,252,163,5,3,0.7826087,Q75_100,False,0,1,3
323,26077,80,237,5,2,0.2484472,Q0_25,False,0,1,3
323,42101,130,111,5,3,0.40372671,Q25_50,False,0,2,3
323,27949,86,171,5,2,0.26708075,Q25_50,False,0,1,3
323,39988,123,259,5,3,0.38198758,Q25_50,False,0,2,3
323,48253,149,126,5,3,0.46273292,Q25_50,False,0,1,3
323,14653,45,118,5,2,0.13975155,Q0_25,False,0,2,3
323,52892,163,243,5,3,0.50621118,Q50_75,False,0,1,3
323,83567,258,233,5,3,0.80124224,Q75_100,False,0,1,3
323,11312,35,7,5,2,0.10869565,Q0_25,False,0,0,1
323,41785,129,118,5,3,0.40062112,Q25_50,False,0,2,3
323,39544,122,138,5,3,0.37888199,Q25_50,False,0,1,3
323,82578,255,213,5,3,0.79192547,Q75_100,False,0,2,3
323,61388,190,18,5,3,0.59006211,Q50_75,False,0,1,2
323,78496,243,7,5,3,0.75465839,Q75_100,False,0,0,1
323,3382,10,152,4,2,0.0310559,Q0_25,False,0,0,3
323,32345,100,45,5,3,0.31055901,Q25_50,False,0,0,2
323,59300,183,191,5,3,0.56832298,Q50_75,False,0,1,3
323,19992,61,289,5,2,0.18944099,Q0_25,False,0,1,3
323,65705,203,136,5,3,0.63043478,Q50_75,False,0,1,3
323,51557,159,200,5,3,0.49378882,Q25_50,False,0,1,3
323,19556,60,176,5,2,0.1863354,Q0_25,False,0,1,3
323,30450,94,88,5,2,0.29192547,Q25_50,False,0,0,2
323,69123,214,1,5,3,0.66459627,Q50_75,False,1,1,1
323,21355,66,37,5,2,0.20496894,Q0_25,False,0,0,2
323,31016,96,8,5,2,0.29813665,Q25_50,False,0,0,1
323,53034,164,62,5,3,0.50931677,Q50_75,False,0,0,2
323,29867,92,151,5,2,0.28571429,Q25_50,False,0,1,3
323,37430,115,285,5,3,0.35714286,Q25_50,False,0,1,3
323,72115,223,86,5,3,0.69254658,Q50_75,False,0,0,2
323,39083,121,0,5,3,0.3757764,Q25_50,False,0,0,1
323,88687,274,185,5,3,0.85093168,Q75_100,False,0,1,3
323,50705,156,317,5,3,0.48447205,Q25_50,False,0,2,3
323,66297,205,82,5,3,0.63664596,Q50_75,False,0,0,2
323,406,1,83,3,1,0.00310559,Q0_25,False,0,0,2
323,17369,53,250,5,2,0.16459627,Q0_25,False,0,1,3
323,102625,317,234,6,3,0.98447205,Q75_100,True,0,1,3
323,90968,281,205,5,3,0.87267081,Q75_100,False,0,1,3
323,16656,51,183,5,2,0.15838509,Q0_25,False,0,1,3
323,76917,238,43,5,3,0.73913043,Q50_75,False,0,0,2
323,98247,304,55,5,3,0.94409938,Q75_100,False,0,0,2
323,66546,206,8,5,3,0.63975155,Q50_75,False,0,0,1
323,39270,121,187,5,3,0.3757764,Q25_50,False,0,1,3
323,93988,290,318,5,3,0.90062112,Q75_100,False,0,2,3
323,81314,251,241,5,3,0.77950311,Q75_100,False,0,2,3
323,51879,160,199,5,3,0.49689441,Q25_50,False,0,1,3
323,44731,138,157,5,3,0.42857143,Q25_50,False,0,1,3
323,50110,155,45,5,3,0.48136646,Q25_50,False,0,0,2
323,83124,257,113,5,3,0.79813665,Q75_100,False,0,2,3
323,38149,118,35,5,3,0.36645963,Q25_50,False,0,0,2
323,89356,276,208,5,3,0.85714286,Q75_100,False,0,1,3
323,61210,189,163,5,3,0.58695652,Q50_75,False,0,1,3
323,56215,174,13,5,3,0.54037267,Q50_75,False,0,1,2
323,22078,68,114,5,2,0.21118012,Q0_25,False,0,2,3
323,33623,104,31,5,3,0.32298137,Q25_50,False,0,0,2
323,11566,35,261,5,2,0.10869565,Q0_25,False,0,2,3
323,8660,26,262,4,2,0.08074534,Q0_25,False,0,2,3
323,57630,178,136,5,3,0.55279503,Q50_75,False,0,1,3
323,7591,23,162,4,2,0.07142857,Q0_25,False,0,2,3
323,33803,104,211,5,3,0.32298137,Q25_50,False,0,2,3
323,67067,207,206,5,3,0.64285714,Q50_75,False,0,1,3
323,22648,70,38,5,2,0.2173913,Q0_25,False,0,0,2
323,47432,146,274,5,3,0.45341615,Q25_50,False,0,1,3
323,28047,86,269,5,2,0.26708075,Q25_50,False,0,2,3
323,79807,247,26,5,3,0.76708075,Q75_100,False,0,0,2
323,62855,194,193,5,3,0.60248447,Q50_75,False,0,1,3
323,52347,162,21,5,3,0.50310559,Q50_75,False,0,0,2
323,18661,57,250,5,2,0.17701863,Q0_25,False,0,1,3
323,19969,61,266,5,2,0.18944099,Q0_25,False,0,1,3
323,77580,240,60,5,3,0.74534161,Q50_75,False,0,0,2
323,30280,93,241,5,2,0.28881988,Q25_50,False,0,1,3
323,4674,14,152,4,2,0.04347826,Q0_25,False,0,2,3
323,60244,186,166,5,3,0.57763975,Q50_75,False,0,1,3
323,84349,261,46,5,3,0.81055901,Q75_100,False,0,0,2
323,6247,19,110,4,2,0.05900621,Q0_25,False,0,1,3
323,17311,53,192,5,2,0.16459627,Q0_25,False,0,1,3
323,4444,13,245,4,2,0.04037267,Q0_25,False,0,1,3
323,79021,244,209,5,3,0.75776398,Q75_100,False,0,1,3
323,2929,9,22,4,1,0.02795031,Q0_25,False,0,1,2
323,19469,60,89,5,2,0.1863354,Q0_25,False,0,0,2
323,43095,133,136,5,3,0.41304348,Q25_50,False,0,1,3
323,92238,285,183,5,3,0.88509317,Q75_100,False,0,1,3
323,48521,150,71,5,3,0.46583851,Q25_50,False,0,1,2
323,98029,303,160,5,3,0.94099379,Q75_100,False,0,1,3
323,67339,208,155,5,3,0.64596273,Q50_75,False,0,1,3
323,55568,172,12,5,3,0.53416149,Q50_75,False,0,1,2
323,103407,320,47,6,3,0.99378882,Q75_100,True,0,0,2
323,64315,199,38,5,3,0.61801242,Q50_75,False,0,0,2
323,23380,72,124,5,2,0.22360248,Q0_25,False,0,1,3
323,103457,320,97,6,3,0.99378882,Q75_100,True,0,0,2
