seed,x,digits,carry_bin,lsd_position,correct,n_terms,raw_coeff,carry_in,carry_out,total_pre_mod,edge_distance,target_digit
2,2920,4,high,3,0,4,36,0,3,36,3,6
2,2920,4,high,2,1,3,4,0,0,4,2,4
2,2920,4,high,1,1,2,0,0,0,0,1,0
2,2920,4,high,0,1,1,0,0,0,0,0,0
2,1708,4,high,7,1,0,0,0,0,0,0,0
2,1708,4,high,6,1,1,1,1,0,2,1,2
2,1708,4,high,5,1,2,14,5,1,19,2,9
2,1708,4,high,4,0,3,49,2,5,51,3,1
2,1708,4,high,3,0,4,16,11,2,27,3,7
2,1708,4,high,2,0,3,112,0,11,112,2,2
2,1708,4,high,1,1,2,0,6,0,6,1,6
2,1708,4,high,0,1,1,64,0,6,64,0,4
2,2230,4,high,7,1,0,0,0,0,0,0,0
2,2230,4,high,6,1,1,4,0,0,4,1,4
2,2230,4,high,5,0,2,8,1,0,9,2,9
2,2230,4,high,4,0,3,16,1,1,17,3,7
2,2230,4,high,3,0,4,12,0,1,12,3,2
2,2230,4,high,2,1,3,9,0,0,9,2,9
2,2230,4,high,1,1,2,0,0,0,0,1,0
2,2230,4,high,0,1,1,0,0,0,0,0,0
2,2694,4,high,7,1,0,0,0,0,0,0,0
2,2694,4,high,6,0,1,4,3,0,7,1,7
2,2694,4,high,5,0,2,24,8,3,32,2,2
2,2694,4,high,4,0,3,72,13,8,85,3,5
2,2694,4,high,3,0,4,124,13,13,137,3,7
2,2694,4,high,2,0,3,129,7,13,136,2,6
2,2694,4,high,1,1,2,72,1,7,73,1,3
2,2694,4,high,0,1,1,16,0,1,16,0,6
2,2034,4,high,7,1,0,0,0,0,0,0,0
2,2034,4,high,6,1,1,4,0,0,4,1,4
2,2034,4,high,5,1,2,0,1,0,1,2,1
2,2034,4,high,4,0,3,12,1,1,13,3,3
2,2034,4,high,3,0,4,16,1,1,17,3,7
2,2034,4,high,2,0,3,9,2,1,11,2,1
2,2034,4,high,1,0,2,24,1,2,25,1,5
2,2034,4,high,0,1,1,16,0,1,16,0,6
2,2502,4,high,7,1,0,0,0,0,0,0,0
2,2502,4,high,6,1,1,4,2,0,6,1,6
2,2502,4,high,5,0,2,20,2,2,22,2,2
2,2502,4,high,4,0,3,25,1,2,26,3,6
2,2502,4,high,3,0,4,8,2,1,10,3,0
2,2502,4,high,2,1,3,20,0,2,20,2,0
2,2502,4,high,1,1,2,0,0,0,0,1,0
2,2502,4,high,0,1,1,4,0,0,4,0,4
2,1408,4,high,7,1,0,0,0,0,0,0,0
2,1408,4,high,6,1,1,1,0,0,1,1,1
2,1408,4,high,5,1,2,8,1,0,9,2,9
2,1408,4,high,4,0,3,16,2,1,18,3,8
2,1408,4,high,3,1,4,16,6,2,22,3,2
2,1408,4,high,2,1,3,64,0,6,64,2,4
2,1408,4,high,1,1,2,0,6,0,6,1,6
2,1408,4,high,0,1,1,64,0,6,64,0,4
2,1295,4,high,7,1,0,0,0,0,0,0,0
2,1295,4,high,6,1,1,1,0,0,1,1,1
2,1295,4,high,5,0,2,4,2,0,6,2,6
2,1295,4,high,4,0,3,22,5,2,27,3,7
2,1295,4,high,3,0,4,46,11,5,57,3,7
2,1295,4,high,2,1,3,101,9,11,110,2,0
2,1295,4,high,1,1,2,90,2,9,92,1,2
2,1295,4,high,0,1,1,25,0,2,25,0,5
2,2799,4,high,7,1,0,0,0,0,0,0,0
2,2799,4,high,6,1,1,4,3,0,7,1,7
2,2799,4,high,5,0,2,28,10,3,38,2,8
2,2799,4,high,4,0,3,85,18,10,103,3,3
2,2799,4,high,3,1,4,162,22,18,184,3,4
2,2799,4,high,2,0,3,207,17,22,224,2,4
2,2799,4,high,1,1,2,162,8,17,170,1,0
2,2799,4,high,0,1,1,81,0,8,81,0,1
2,1826,4,high,7,1,0,0,0,0,0,0,0
2,1826,4,high,6,1,1,1,2,0,3,1,3
2,1826,4,high,5,0,2,16,7,2,23,2,3
2,1826,4,high,4,0,3,68,5,7,73,3,3
2,1826,4,high,3,0,4,44,10,5,54,3,4
2,1826,4,high,2,0,3,100,2,10,102,2,2
2,1826,4,high,1,1,2,24,3,2,27,1,7
2,1826,4,high,0,1,1,36,0,3,36,0,6
2,2046,4,high,7,1,0,0,0,0,0,0,0
2,2046,4,high,6,1,1,4,0,0,4,1,4
2,2046,4,high,5,1,2,0,1,0,1,2,1
2,2046,4,high,4,0,3,16,2,1,18,3,8
2,2046,4,high,3,0,4,24,2,2,26,3,6
2,2046,4,high,2,0,3,16,5,2,21,2,1
2,2046,4,high,1,1,2,48,3,5,51,1,1
2,2046,4,high,0,1,1,36,0,3,36,0,6
2,1786,4,high,7,1,0,0,0,0,0,0,0
2,1786,4,high,6,1,1,1,2,0,3,1,3
2,1786,4,high,5,0,2,14,7,2,21,2,1
2,1786,4,high,4,0,3,65,13,7,78,3,8
2,1786,4,high,3,0,4,124,15,13,139,3,9
2,1786,4,high,2,1,3,148,9,15,157,2,7
2,1786,4,high,1,0,2,96,3,9,99,1,9
2,1786,4,high,0,1,1,36,0,3,36,0,6
2,1614,4,high,7,1,0,0,0,0,0,0,0
2,1614,4,high,6,1,1,1,1,0,2,1,2
2,1614,4,high,5,0,2,12,4,1,16,2,6
2,1614,4,high,4,0,3,38,2,4,40,3,0
2,1614,4,high,3,0,4,20,4,2,24,3,4
2,1614,4,high,2,0,3,49,0,4,49,2,9
2,1614,4,high,1,1,2,8,1,0,9,1,9
2,1614,4,high,0,1,1,16,0,1,16,0,6
2,1309,4,high,7,1,0,0,0,0,0,0,0
2,1309,4,high,6,1,1,1,0,0,1,1,1
2,1309,4,high,5,1,2,6,1,0,7,2,7
2,1309,4,high,4,0,3,9,2,1,11,3,1
2,1309,4,high,3,0,4,18,5,2,23,3,3
2,1309,4,high,2,0,3,54,0,5,54,2,4
2,1309,4,high,1,1,2,0,8,0,8,1,8
2,1309,4,high,0,1,1,81,0,8,81,0,1
2,2419,4,high,7,1,0,0,0,0,0,0,0
2,2419,4,high,6,0,1,4,1,0,5,1,5
2,2419,4,high,5,0,2,16,2,1,18,2,8
2,2419,4,high,4,0,3,20,5,2,25,3,5
2,2419,4,high,3,0,4,44,7,5,51,3,1
2,2419,4,high,2,0,3,73,2,7,75,2,5
2,2419,4,high,1,1,2,18,8,2,26,1,6
2,2419,4,high,0,1,1,81,0,8,81,0,1
2,1225,4,high,7,1,0,0,0,0,0,0,0
2,1225,4,high,6,1,1,1,0,0,1,1,1
2,1225,4,high,5,0,2,4,1,0,5,2,5
2,1225,4,high,4,0,3,8,2,1,10,3,0
2,1225,4,high,3,0,4,18,2,2,20,3,0
2,1225,4,high,2,0,3,24,2,2,26,2,6
2,1225,4,high,1,1,2,20,2,2,22,1,2
2,1225,4,high,0,1,1,25,0,2,25,0,5
2,1951,4,high,7,1,0,0,0,0,0,0,0
2,1951,4,high,6,1,1,1,2,0,3,1,3
2,1951,4,high,5,0,2,18,10,2,28,2,8
2,1951,4,high,4,0,3,91,9,10,100,3,0
2,1951,4,high,3,0,4,92,4,9,96,3,6
2,1951,4,high,2,0,3,43,1,4,44,2,4
2,1951,4,high,1,1,2,10,0,1,10,1,0
2,1951,4,high,0,1,1,1,0,0,1,0,1
2,2160,4,high,7,1,0,0,0,0,0,0,0
2,2160,4,high,6,1,1,4,0,0,4,1,4
2,2160,4,high,5,0,2,4,2,0,6,2,6
2,2160,4,high,4,0,3,25,1,2,26,3,6
2,2160,4,high,3,0,4,12,3,1,15,3,5
2,2160,4,high,2,1,3,36,0,3,36,2,6
2,2160,4,high,1,1,2,0,0,0,0,1,0
2,2160,4,high,0,1,1,0,0,0,0,0,0
2,2584,4,high,7,1,0,0,0,0,0,0,0
2,2584,4,high,6,1,1,4,2,0,6,1,6
2,2584,4,high,5,0,2,20,6,2,26,2,6
2,2584,4,high,4,0,3,57,10,6,67,3,7
2,2584,4,high,3,0,4,96,11,10,107,3,7
2,2584,4,high,2,1,3,104,6,11,110,2,0
2,2584,4,high,1,1,2,64,1,6,65,1,5
2,2584,4,high,0,1,1,16,0,1,16,0,6
2,1617,4,high,7,1,0,0,0,0,0,0,0
2,1617,4,high,6,1,1,1,1,0,2,1,2
2,1617,4,high,5,1,2,12,4,1,16,2,6
2,1617,4,high,4,0,3,38,3,4,41,3,1
2,1617,4,high,3,0,4,26,8,3,34,3,4
2,1617,4,high,2,0,3,85,1,8,86,2,6
2,1617,4,high,1,0,2,14,4,1,18,1,8
2,1617,4,high,0,1,1,49,0,4,49,0,9
2,2522,4,high,7,1,0,0,0,0,0,0,0
2,2522,4,high,6,1,1,4,2,0,6,1,6
2,2522,4,high,5,1,2,20,3,2,23,2,3
2,2522,4,high,4,0,3,33,3,3,36,3,6
2,2522,4,high,3,0,4,28,2,3,30,3,0
2,2522,4,high,2,0,3,24,0,2,24,2,4
2,2522,4,high,1,0,2,8,0,0,8,1,8
2,2522,4,high,0,1,1,4,0,0,4,0,4
2,1992,4,high,7,1,0,0,0,0,0,0,0
2,1992,4,high,6,1,1,1,2,0,3,1,3
2,1992,4,high,5,0,2,18,11,2,29,2,9
2,1992,4,high,4,0,3,99,17,11,116,3,6
2,1992,4,high,3,0,4,166,12,17,178,3,8
2,1992,4,high,2,1,3,117,3,12,120,2,0
2,1992,4,high,1,1,2,36,0,3,36,1,6
2,1992,4,high,0,1,1,4,0,0,4,0,4
2,1478,4,high,7,1,0,0,0,0,0,0,0
2,1478,4,high,6,1,1,1,1,0,2,1,2
2,1478,4,high,5,0,2,8,3,1,11,2,1
2,1478,4,high,4,0,3,30,8,3,38,3,8
2,1478,4,high,3,1,4,72,12,8,84,3,4
2,1478,4,high,2,0,3,113,11,12,124,2,4
2,1478,4,high,1,1,2,112,6,11,118,1,8
2,1478,4,high,0,1,1,64,0,6,64,0,4
2,2157,4,high,7,1,0,0,0,0,0,0,0
2,2157,4,high,6,1,1,4,0,0,4,1,4
2,2157,4,high,5,0,2,4,2,0,6,2,6
2,2157,4,high,4,0,3,21,4,2,25,3,5
2,2157,4,high,3,0,4,38,4,4,42,3,2
2,2157,4,high,2,0,3,39,7,4,46,2,6
2,2157,4,high,1,1,2,70,4,7,74,1,4
2,2157,4,high,0,1,1,49,0,4,49,0,9
2,1662,4,high,7,1,0,0,0,0,0,0,0
2,1662,4,high,6,1,1,1,1,0,2,1,2
2,1662,4,high,5,0,2,12,5,1,17,2,7
2,1662,4,high,4,0,3,48,8,5,56,3,6
2,1662,4,high,3,0,4,76,6,8,82,3,2
2,1662,4,high,2,0,3,60,2,6,62,2,2
2,1662,4,high,1,1,2,24,0,2,24,1,4
2,1662,4,high,0,1,1,4,0,0,4,0,4
2,1447,4,high,7,1,0,0,0,0,0,0,0
2,1447,4,high,6,1,1,1,1,0,2,1,2
2,1447,4,high,5,1,2,8,2,1,10,2,0
2,1447,4,high,4,0,3,24,5,2,29,3,9
2,1447,4,high,3,0,4,46,7,5,53,3,3
2,1447,4,high,2,0,3,72,6,7,78,2,8
2,1447,4,high,1,1,2,56,4,6,60,1,0
2,1447,4,high,0,1,1,49,0,4,49,0,9
2,1485,4,high,7,1,0,0,0,0,0,0,0
2,1485,4,high,6,1,1,1,1,0,2,1,2
2,1485,4,high,5,0,2,8,4,1,12,2,2
2,1485,4,high,4,0,3,32,8,4,40,3,0
2,1485,4,high,3,1,4,74,11,8,85,3,5
2,1485,4,high,2,1,3,104,8,11,112,2,2
2,1485,4,high,1,1,2,80,2,8,82,1,2
2,1485,4,high,0,1,1,25,0,2,25,0,5
2,2322,4,high,7,1,0,0,0,0,0,0,0
2,2322,4,high,6,1,1,4,1,0,5,1,5
2,2322,4,high,5,0,2,12,1,1,13,2,3
2,2322,4,high,4,1,3,17,2,1,19,3,9
2,2322,4,high,3,0,4,20,1,2,21,3,1
2,2322,4,high,2,0,3,16,0,1,16,2,6
2,2322,4,high,1,1,2,8,0,0,8,1,8
2,2322,4,high,0,1,1,4,0,0,4,0,4
2,2396,4,high,7,1,0,0,0,0,0,0,0
2,2396,4,high,6,1,1,4,1,0,5,1,5
2,2396,4,high,5,0,2,12,5,1,17,2,7
2,2396,4,high,4,0,3,45,9,5,54,3,4
2,2396,4,high,3,0,4,78,12,9,90,3,0
2,2396,4,high,2,0,3,117,11,12,128,2,8
2,2396,4,high,1,1,2,108,3,11,111,1,1
2,2396,4,high,0,1,1,36,0,3,36,0,6
2,1596,4,high,7,1,0,0,0,0,0,0,0
2,1596,4,high,6,1,1,1,1,0,2,1,2
2,1596,4,high,5,0,2,10,5,1,15,2,5
2,1596,4,high,4,0,3,43,11,5,54,3,4
2,1596,4,high,3,0,4,102,15,11,117,3,7
2,1596,4,high,2,0,3,141,11,15,152,2,2
2,1596,4,high,1,0,2,108,3,11,111,1,1
2,1596,4,high,0,1,1,36,0,3,36,0,6
2,1159,4,high,7,1,0,0,0,0,0,0,0
2,1159,4,high,6,1,1,1,0,0,1,1,1
2,1159,4,high,5,1,2,2,1,0,3,2,3
2,1159,4,high,4,0,3,11,3,1,14,3,4
2,1159,4,high,3,1,4,28,5,3,33,3,3
2,1159,4,high,2,1,3,43,9,5,52,2,2
2,1159,4,high,1,1,2,90,8,9,98,1,8
2,1159,4,high,0,1,1,81,0,8,81,0,1
2,1179,4,high,7,1,0,0,0,0,0,0,0
2,1179,4,high,6,1,1,1,0,0,1,1,1
2,1179,4,high,5,1,2,2,1,0,3,2,3
2,1179,4,high,4,0,3,15,4,1,19,3,9
2,1179,4,high,3,0,4,32,8,4,40,3,0
2,1179,4,high,2,0,3,67,13,8,80,2,0
2,1179,4,high,1,1,2,126,8,13,134,1,4
2,1179,4,high,0,1,1,81,0,8,81,0,1
2,2985,4,high,7,1,0,0,0,0,0,0,0
2,2985,4,high,6,1,1,4,4,0,8,1,8
2,2985,4,high,5,1,2,36,13,4,49,2,9
2,2985,4,high,4,0,3,113,18,13,131,3,1
2,2985,4,high,3,0,4,164,16,18,180,3,0
2,2985,4,high,2,1,3,154,8,16,162,2,2
2,2985,4,high,1,1,2,80,2,8,82,1,2
2,2985,4,high,0,1,1,25,0,2,25,0,5
2,2359,4,high,7,1,0,0,0,0,0,0,0
2,2359,4,high,6,1,1,4,1,0,5,1,5
2,2359,4,high,5,0,2,12,3,1,15,2,5
2,2359,4,high,4,0,3,29,7,3,36,3,6
2,2359,4,high,3,0,4,66,8,7,74,3,4
2,2359,4,high,2,0,3,79,9,8,88,2,8
2,2359,4,high,1,1,2,90,8,9,98,1,8
2,2359,4,high,0,1,1,81,0,8,81,0,1
2,2680,4,high,7,1,0,0,0,0,0,0,0
2,2680,4,high,6,0,1,4,3,0,7,1,7
2,2680,4,high,5,0,2,24,7,3,31,2,1
2,2680,4,high,4,0,3,68,10,7,78,3,8
2,2680,4,high,3,0,4,96,6,10,102,3,2
2,2680,4,high,2,1,3,64,0,6,64,2,4
2,2680,4,high,1,1,2,0,0,0,0,1,0
2,2680,4,high,0,1,1,0,0,0,0,0,0
2,2293,4,high,7,1,0,0,0,0,0,0,0
2,2293,4,high,6,1,1,4,1,0,5,1,5
2,2293,4,high,5,1,2,8,4,1,12,2,2
2,2293,4,high,4,0,3,40,5,4,45,3,5
2,2293,4,high,3,0,4,48,9,5,57,3,7
2,2293,4,high,2,0,3,93,5,9,98,2,8
2,2293,4,high,1,1,2,54,0,5,54,1,4
2,2293,4,high,0,1,1,9,0,0,9,0,9
2,2517,4,high,7,1,0,0,0,0,0,0,0
2,2517,4,high,6,1,1,4,2,0,6,1,6
2,2517,4,high,5,1,2,20,3,2,23,2,3
2,2517,4,high,4,1,3,29,4,3,33,3,3
2,2517,4,high,3,0,4,38,7,4,45,3,5
2,2517,4,high,2,0,3,71,1,7,72,2,2
2,2517,4,high,1,0,2,14,4,1,18,1,8
2,2517,4,high,0,1,1,49,0,4,49,0,9
2,1885,4,high,7,1,0,0,0,0,0,0,0
2,1885,4,high,6,1,1,1,2,0,3,1,3
2,1885,4,high,5,0,2,16,9,2,25,2,5
2,1885,4,high,4,1,3,80,15,9,95,3,5
2,1885,4,high,3,0,4,138,15,15,153,3,3
2,1885,4,high,2,1,3,144,8,15,152,2,2
2,1885,4,high,1,1,2,80,2,8,82,1,2
2,1885,4,high,0,1,1,25,0,2,25,0,5
2,1600,4,high,7,1,0,0,0,0,0,0,0
2,1600,4,high,6,1,1,1,1,0,2,1,2
2,1600,4,high,5,0,2,12,3,1,15,2,5
2,1600,4,high,4,0,3,36,0,3,36,3,6
2,1600,4,high,3,1,4,0,0,0,0,3,0
2,1600,4,high,2,1,3,0,0,0,0,2,0
2,1600,4,high,1,1,2,0,0,0,0,1,0
2,1600,4,high,0,1,1,0,0,0,0,0,0
2,1517,4,high,7,1,0,0,0,0,0,0,0
2,1517,4,high,6,1,1,1,1,0,2,1,2
2,1517,4,high,5,1,2,10,3,1,13,2,3
2,1517,4,high,4,0,3,27,3,3,30,3,0
2,1517,4,high,3,0,4,24,7,3,31,3,1
2,1517,4,high,2,0,3,71,1,7,72,2,2
2,1517,4,high,1,0,2,14,4,1,18,1,8
2,1517,4,high,0,1,1,49,0,4,49,0,9
2,2448,4,high,7,1,0,0,0,0,0,0,0
2,2448,4,high,6,1,1,4,1,0,5,1,5
2,2448,4,high,5,0,2,16,3,1,19,2,9
2,2448,4,high,4,0,3,32,7,3,39,3,9
2,2448,4,high,3,0,4,64,8,7,72,3,2
2,2448,4,high,2,0,3,80,7,8,87,2,7
2,2448,4,high,1,1,2,64,6,7,70,1,0
2,2448,4,high,0,1,1,64,0,6,64,0,4
2,1940,4,high,7,1,0,0,0,0,0,0,0
2,1940,4,high,6,1,1,1,2,0,3,1,3
2,1940,4,high,5,1,2,18,9,2,27,2,7
2,1940,4,high,4,0,3,89,7,9,96,3,6
2,1940,4,high,3,0,4,72,1,7,73,3,3
2,1940,4,high,2,1,3,16,0,1,16,2,6
2,1940,4,high,1,1,2,0,0,0,0,1,0
2,1940,4,high,0,1,1,0,0,0,0,0,0
2,2466,4,high,7,1,0,0,0,0,0,0,0
2,2466,4,high,6,1,1,4,2,0,6,1,6
2,2466,4,high,5,0,2,16,4,2,20,2,0
2,2466,4,high,4,0,3,40,8,4,48,3,8
2,2466,4,high,3,1,4,72,9,8,81,3,1
2,2466,4,high,2,0,3,84,7,9,91,2,1
2,2466,4,high,1,1,2,72,3,7,75,1,5
2,2466,4,high,0,1,1,36,0,3,36,0,6
2,1797,4,high,7,1,0,0,0,0,0,0,0
2,1797,4,high,6,1,1,1,2,0,3,1,3
2,1797,4,high,5,0,2,14,8,2,22,2,2
2,1797,4,high,4,0,3,67,15,8,82,3,2
2,1797,4,high,3,0,4,140,19,15,159,3,9
2,1797,4,high,2,0,3,179,13,19,192,2,2
2,1797,4,high,1,1,2,126,4,13,130,1,0
2,1797,4,high,0,1,1,49,0,4,49,0,9
2,2119,4,high,7,1,0,0,0,0,0,0,0
2,2119,4,high,6,1,1,4,0,0,4,1,4
2,2119,4,high,5,1,2,4,0,0,4,2,4
2,2119,4,high,4,0,3,5,4,0,9,3,9
2,2119,4,high,3,0,4,38,2,4,40,3,0
2,2119,4,high,2,0,3,19,2,2,21,2,1
2,2119,4,high,1,1,2,18,8,2,26,1,6
2,2119,4,high,0,1,1,81,0,8,81,0,1
2,1357,4,high,7,1,0,0,0,0,0,0,0
2,1357,4,high,6,1,1,1,0,0,1,1,1
2,1357,4,high,5,1,2,6,2,0,8,2,8
2,1357,4,high,4,0,3,19,5,2,24,3,4
2,1357,4,high,3,0,4,44,7,5,51,3,1
2,1357,4,high,2,0,3,67,7,7,74,2,4
2,1357,4,high,1,1,2,70,4,7,74,1,4
2,1357,4,high,0,1,1,49,0,4,49,0,9
2,2278,4,high,7,1,0,0,0,0,0,0,0
2,2278,4,high,6,1,1,4,1,0,5,1,5
2,2278,4,high,5,0,2,8,3,1,11,2,1
2,2278,4,high,4,0,3,32,6,3,38,3,8
2,2278,4,high,3,0,4,60,9,6,69,3,9
2,2278,4,high,2,0,3,81,11,9,92,2,2
2,2278,4,high,1,1,2,112,6,11,118,1,8
2,2278,4,high,0,1,1,64,0,6,64,0,4
2,2173,4,high,7,1,0,0,0,0,0,0,0
2,2173,4,high,6,1,1,4,0,0,4,1,4
2,2173,4,high,5,0,2,4,3,0,7,2,7
2,2173,4,high,4,0,3,29,3,3,32,3,2
2,2173,4,high,3,0,4,26,5,3,31,3,1
2,2173,4,high,2,0,3,55,4,5,59,2,9
2,2173,4,high,1,1,2,42,0,4,42,1,2
2,2173,4,high,0,1,1,9,0,0,9,0,9
2,3124,4,high,7,1,0,0,0,0,0,0,0
2,3124,4,high,6,1,1,9,0,0,9,1,9
2,3124,4,high,5,1,2,6,1,0,7,2,7
2,3124,4,high,4,1,3,13,2,1,15,3,5
2,3124,4,high,3,0,4,28,1,2,29,3,9
2,3124,4,high,2,0,3,12,1,1,13,2,3
2,3124,4,high,1,0,2,16,1,1,17,1,7
2,3124,4,high,0,1,1,16,0,1,16,0,6
2,1465,4,high,7,1,0,0,0,0,0,0,0
2,1465,4,high,6,1,1,1,1,0,2,1,2
2,1465,4,high,5,1,2,8,3,1,11,2,1
2,1465,4,high,4,0,3,28,6,3,34,3,4
2,1465,4,high,3,0,4,58,8,6,66,3,6
2,1465,4,high,2,0,3,76,6,8,82,2,2
2,1465,4,high,1,1,2,60,2,6,62,1,2
2,1465,4,high,0,1,1,25,0,2,25,0,5
2,1474,4,high,7,1,0,0,0,0,0,0,0
2,1474,4,high,6,1,1,1,1,0,2,1,2
2,1474,4,high,5,0,2,8,3,1,11,2,1
2,1474,4,high,4,0,3,30,7,3,37,3,7
2,1474,4,high,3,0,4,64,8,7,72,3,2
2,1474,4,high,2,0,3,81,5,8,86,2,6
2,1474,4,high,1,1,2,56,1,5,57,1,7
2,1474,4,high,0,1,1,16,0,1,16,0,6
2,2961,4,high,7,1,0,0,0,0,0,0,0
2,2961,4,high,6,1,1,4,4,0,8,1,8
2,2961,4,high,5,0,2,36,11,4,47,2,7
2,2961,4,high,4,0,3,105,11,11,116,3,6
2,2961,4,high,3,1,4,112,5,11,117,3,7
2,2961,4,high,2,0,3,54,1,5,55,2,5
2,2961,4,high,1,1,2,12,0,1,12,1,2
2,2961,4,high,0,1,1,1,0,0,1,0,1
2,1520,4,high,7,1,0,0,0,0,0,0,0
2,1520,4,high,6,1,1,1,1,0,2,1,2
2,1520,4,high,5,0,2,10,3,1,13,2,3
2,1520,4,high,4,0,3,29,2,3,31,3,1
2,1520,4,high,3,1,4,20,0,2,20,3,0
2,1520,4,high,2,1,3,4,0,0,4,2,4
2,1520,4,high,1,1,2,0,0,0,0,1,0
2,1520,4,high,0,1,1,0,0,0,0,0,0
2,3049,4,high,7,1,0,0,0,0,0,0,0
2,3049,4,high,6,1,1,9,0,0,9,1,9
2,3049,4,high,5,0,2,0,2,0,2,2,2
2,3049,4,high,4,0,3,24,5,2,29,3,9
2,3049,4,high,3,0,4,54,2,5,56,3,6
2,3049,4,high,2,0,3,16,8,2,24,2,4
2,3049,4,high,1,1,2,72,8,8,80,1,0
2,3049,4,high,0,1,1,81,0,8,81,0,1
2,2457,4,high,7,1,0,0,0,0,0,0,0
2,2457,4,high,6,1,1,4,2,0,6,1,6
2,2457,4,high,5,1,2,16,4,2,20,2,0
2,2457,4,high,4,0,3,36,7,4,43,3,3
2,2457,4,high,3,0,4,68,8,7,76,3,6
2,2457,4,high,2,0,3,81,7,8,88,2,8
2,2457,4,high,1,1,2,70,4,7,74,1,4
2,2457,4,high,0,1,1,49,0,4,49,0,9
2,1616,4,high,7,1,0,0,0,0,0,0,0
2,1616,4,high,6,1,1,1,1,0,2,1,2
2,1616,4,high,5,0,2,12,4,1,16,2,6
2,1616,4,high,4,0,3,38,3,4,41,3,1
2,1616,4,high,3,0,4,24,7,3,31,3,1
2,1616,4,high,2,0,3,73,1,7,74,2,4
2,1616,4,high,1,1,2,12,3,1,15,1,5
2,1616,4,high,0,1,1,36,0,3,36,0,6
2,1865,4,high,7,1,0,0,0,0,0,0,0
2,1865,4,high,6,1,1,1,2,0,3,1,3
2,1865,4,high,5,0,2,16,8,2,24,2,4
2,1865,4,high,4,0,3,76,11,8,87,3,7
2,1865,4,high,3,0,4,106,12,11,118,3,8
2,1865,4,high,2,0,3,116,6,12,122,2,2
2,1865,4,high,1,1,2,60,2,6,62,1,2
2,1865,4,high,0,1,1,25,0,2,25,0,5
2,1338,4,high,7,1,0,0,0,0,0,0,0
2,1338,4,high,6,1,1,1,0,0,1,1,1
2,1338,4,high,5,1,2,6,1,0,7,2,7
2,1338,4,high,4,0,3,15,4,1,19,3,9
2,1338,4,high,3,0,4,34,6,4,40,3,0
2,1338,4,high,2,0,3,57,5,6,62,2,2
2,1338,4,high,1,1,2,48,6,5,54,1,4
2,1338,4,high,0,1,1,64,0,6,64,0,4
2,2914,4,high,7,1,0,0,0,0,0,0,0
2,2914,4,high,6,1,1,4,4,0,8,1,8
2,2914,4,high,5,0,2,36,8,4,44,2,4
2,2914,4,high,4,0,3,85,4,8,89,3,9
2,2914,4,high,3,0,4,34,7,4,41,3,1
2,2914,4,high,2,0,3,73,0,7,73,2,3
2,2914,4,high,1,1,2,8,1,0,9,1,9
2,2914,4,high,0,1,1,16,0,1,16,0,6
2,2122,4,high,7,1,0,0,0,0,0,0,0
2,2122,4,high,6,1,1,4,0,0,4,1,4
2,2122,4,high,5,0,2,4,1,0,5,2,5
2,2122,4,high,4,0,3,9,1,1,10,3,0
2,2122,4,high,3,1,4,12,0,1,12,3,2
2,2122,4,high,2,1,3,8,0,0,8,2,8
2,2122,4,high,1,0,2,8,0,0,8,1,8
2,2122,4,high,0,1,1,4,0,0,4,0,4
2,3047,4,high,7,1,0,0,0,0,0,0,0
2,3047,4,high,6,1,1,9,0,0,9,1,9
2,3047,4,high,5,0,2,0,2,0,2,2,2
2,3047,4,high,4,0,3,24,4,2,28,3,8
2,3047,4,high,3,0,4,42,2,4,44,3,4
2,3047,4,high,2,0,3,16,6,2,22,2,2
2,3047,4,high,1,1,2,56,4,6,60,1,0
2,3047,4,high,0,1,1,49,0,4,49,0,9
2,1181,4,high,7,1,0,0,0,0,0,0,0
2,1181,4,high,6,1,1,1,0,0,1,1,1
2,1181,4,high,5,1,2,2,1,0,3,2,3
2,1181,4,high,4,0,3,17,2,1,19,3,9
2,1181,4,high,3,0,4,18,6,2,24,3,4
2,1181,4,high,2,1,3,66,1,6,67,2,7
2,1181,4,high,1,1,2,16,0,1,16,1,6
2,1181,4,high,0,1,1,1,0,0,1,0,1
2,1017,4,high,7,1,0,0,0,0,0,0,0
2,1017,4,high,6,1,1,1,0,0,1,1,1
2,1017,4,high,5,1,2,0,0,0,0,2,0
2,1017,4,high,4,0,3,2,1,0,3,3,3
2,1017,4,high,3,0,4,14,0,1,14,3,4
2,1017,4,high,2,0,3,1,1,0,2,2,2
2,1017,4,high,1,0,2,14,4,1,18,1,8
2,1017,4,high,0,1,1,49,0,4,49,0,9
2,2292,4,high,7,1,0,0,0,0,0,0,0
2,2292,4,high,6,1,1,4,1,0,5,1,5
2,2292,4,high,5,1,2,8,4,1,12,2,2
2,2292,4,high,4,0,3,40,5,4,45,3,5
2,2292,4,high,3,0,4,44,9,5,53,3,3
2,2292,4,high,2,1,3,89,3,9,92,2,2
2,2292,4,high,1,0,2,36,0,3,36,1,6
2,2292,4,high,0,1,1,4,0,0,4,0,4
2,3092,4,high,7,1,0,0,0,0,0,0,0
2,3092,4,high,6,1,1,9,0,0,9,1,9
2,3092,4,high,5,1,2,0,5,0,5,2,5
2,3092,4,high,4,0,3,54,2,5,56,3,6
2,3092,4,high,3,0,4,12,8,2,20,3,0
2,3092,4,high,2,0,3,81,3,8,84,2,4
2,3092,4,high,1,1,2,36,0,3,36,1,6
2,3092,4,high,0,1,1,4,0,0,4,0,4
