seed,x,digits,carry_bin,lsd_position,correct,n_terms,raw_coeff,carry_in,carry_out,total_pre_mod,edge_distance,target_digit
0,1536,4,high,0,1,1,36,0,3,36,0,6
0,2819,4,high,7,1,0,0,0,0,0,0,0
0,2819,4,high,6,0,1,4,3,0,7,1,7
0,2819,4,high,5,0,2,32,7,3,39,2,9
0,2819,4,high,4,0,3,68,6,7,74,3,4
0,2819,4,high,3,0,4,52,14,6,66,3,6
0,2819,4,high,2,0,3,145,2,14,147,2,7
0,2819,4,high,1,1,2,18,8,2,26,1,6
0,2819,4,high,0,1,1,81,0,8,81,0,1
0,2133,4,high,7,1,0,0,0,0,0,0,0
0,2133,4,high,6,1,1,4,0,0,4,1,4
0,2133,4,high,5,1,2,4,1,0,5,2,5
0,2133,4,high,4,0,3,13,1,1,14,3,4
0,2133,4,high,3,0,4,18,1,1,19,3,9
0,2133,4,high,2,1,3,15,1,1,16,2,6
0,2133,4,high,1,1,2,18,0,1,18,1,8
0,2133,4,high,0,1,1,9,0,0,9,0,9
0,2243,4,high,7,1,0,0,0,0,0,0,0
0,2243,4,high,6,1,1,4,1,0,5,1,5
0,2243,4,high,5,0,2,8,2,1,10,2,0
0,2243,4,high,4,0,3,20,3,2,23,3,3
0,2243,4,high,3,0,4,28,3,3,31,3,1
0,2243,4,high,2,1,3,28,2,3,30,2,0
0,2243,4,high,1,1,2,24,0,2,24,1,4
0,2243,4,high,0,1,1,9,0,0,9,0,9
0,1177,4,high,7,1,0,0,0,0,0,0,0
0,1177,4,high,6,1,1,1,0,0,1,1,1
0,1177,4,high,5,1,2,2,1,0,3,2,3
0,1177,4,high,4,1,3,15,3,1,18,3,8
0,1177,4,high,3,0,4,28,7,3,35,3,5
0,1177,4,high,2,0,3,63,10,7,73,2,3
0,1177,4,high,1,1,2,98,4,10,102,1,2
0,1177,4,high,0,1,1,49,0,4,49,0,9
0,1804,4,high,7,1,0,0,0,0,0,0,0
0,1804,4,high,6,1,1,1,2,0,3,1,3
0,1804,4,high,5,1,2,16,6,2,22,2,2
0,1804,4,high,4,0,3,64,1,6,65,3,5
0,1804,4,high,3,0,4,8,6,1,14,3,4
0,1804,4,high,2,0,3,64,0,6,64,2,4
0,1804,4,high,1,1,2,0,1,0,1,1,1
0,1804,4,high,0,1,1,16,0,1,16,0,6
0,1404,4,high,7,1,0,0,0,0,0,0,0
0,1404,4,high,6,1,1,1,0,0,1,1,1
0,1404,4,high,5,1,2,8,1,0,9,2,9
0,1404,4,high,4,0,3,16,1,1,17,3,7
0,1404,4,high,3,0,4,8,3,1,11,3,1
0,1404,4,high,2,0,3,32,0,3,32,2,2
0,1404,4,high,1,1,2,0,1,0,1,1,1
0,1404,4,high,0,1,1,16,0,1,16,0,6
0,1819,4,high,7,1,0,0,0,0,0,0,0
0,1819,4,high,6,1,1,1,2,0,3,1,3
0,1819,4,high,5,1,2,16,7,2,23,2,3
0,1819,4,high,4,0,3,66,4,7,70,3,0
0,1819,4,high,3,0,4,34,14,4,48,3,8
0,1819,4,high,2,0,3,145,2,14,147,2,7
0,1819,4,high,1,1,2,18,8,2,26,1,6
0,1819,4,high,0,1,1,81,0,8,81,0,1
0,2895,4,high,7,1,0,0,0,0,0,0,0
0,2895,4,high,6,1,1,4,4,0,8,1,8
0,2895,4,high,5,0,2,32,11,4,43,2,3
0,2895,4,high,4,0,3,100,18,11,118,3,8
0,2895,4,high,3,0,4,164,17,18,181,3,1
0,2895,4,high,2,1,3,161,9,17,170,2,0
0,2895,4,high,1,1,2,90,2,9,92,1,2
0,2895,4,high,0,1,1,25,0,2,25,0,5
0,1874,4,high,7,1,0,0,0,0,0,0,0
0,1874,4,high,6,1,1,1,2,0,3,1,3
0,1874,4,high,5,0,2,16,9,2,25,2,5
0,1874,4,high,4,1,3,78,13,9,91,3,1
0,1874,4,high,3,0,4,120,11,13,131,3,1
0,1874,4,high,2,0,3,113,5,11,118,2,8
0,1874,4,high,1,1,2,56,1,5,57,1,7
0,1874,4,high,0,1,1,16,0,1,16,0,6
0,2169,4,high,7,1,0,0,0,0,0,0,0
0,2169,4,high,6,1,1,4,0,0,4,1,4
0,2169,4,high,5,1,2,4,3,0,7,2,7
0,2169,4,high,4,0,3,25,5,3,30,3,0
0,2169,4,high,3,0,4,48,6,5,54,3,4
0,2169,4,high,2,0,3,54,11,6,65,2,5
0,2169,4,high,1,1,2,108,8,11,116,1,6
0,2169,4,high,0,1,1,81,0,8,81,0,1
0,1678,4,high,7,1,0,0,0,0,0,0,0
0,1678,4,high,6,1,1,1,1,0,2,1,2
0,1678,4,high,5,0,2,12,6,1,18,2,8
0,1678,4,high,4,0,3,50,11,6,61,3,1
0,1678,4,high,3,0,4,100,15,11,115,3,5
0,1678,4,high,2,0,3,145,11,15,156,2,6
0,1678,4,high,1,1,2,112,6,11,118,1,8
0,1678,4,high,0,1,1,64,0,6,64,0,4
0,2098,4,high,7,1,0,0,0,0,0,0,0
0,2098,4,high,6,1,1,4,0,0,4,1,4
0,2098,4,high,5,0,2,0,4,0,4,2,4
0,2098,4,high,4,0,3,36,4,4,40,3,0
0,2098,4,high,3,0,4,32,9,4,41,3,1
0,2098,4,high,2,0,3,81,15,9,96,2,6
0,2098,4,high,1,1,2,144,6,15,150,1,0
0,2098,4,high,0,1,1,64,0,6,64,0,4
0,2868,4,high,7,1,0,0,0,0,0,0,0
0,2868,4,high,6,1,1,4,4,0,8,1,8
0,2868,4,high,5,0,2,32,10,4,42,2,2
0,2868,4,high,4,0,3,88,14,10,102,3,2
0,2868,4,high,3,0,4,128,17,14,145,3,5
0,2868,4,high,2,0,3,164,10,17,174,2,4
0,2868,4,high,1,1,2,96,6,10,102,1,2
0,2868,4,high,0,1,1,64,0,6,64,0,4
0,2447,4,high,7,1,0,0,0,0,0,0,0
0,2447,4,high,6,1,1,4,1,0,5,1,5
0,2447,4,high,5,1,2,16,3,1,19,2,9
0,2447,4,high,4,0,3,32,6,3,38,3,8
0,2447,4,high,3,0,4,60,7,6,67,3,7
0,2447,4,high,2,0,3,72,6,7,78,2,8
0,2447,4,high,1,1,2,56,4,6,60,1,0
0,2447,4,high,0,1,1,49,0,4,49,0,9
0,3051,4,high,7,1,0,0,0,0,0,0,0
0,3051,4,high,6,1,1,9,0,0,9,1,9
0,3051,4,high,5,0,2,0,3,0,3,2,3
0,3051,4,high,4,0,3,30,0,3,30,3,0
0,3051,4,high,3,0,4,6,2,0,8,3,8
0,3051,4,high,2,0,3,25,1,2,26,2,6
0,3051,4,high,1,1,2,10,0,1,10,1,0
0,3051,4,high,0,1,1,1,0,0,1,0,1
0,2610,4,high,7,1,0,0,0,0,0,0,0
0,2610,4,high,6,1,1,4,2,0,6,1,6
0,2610,4,high,5,0,2,24,4,2,28,2,8
0,2610,4,high,4,0,3,40,1,4,41,3,1
0,2610,4,high,3,0,4,12,0,1,12,3,2
0,2610,4,high,2,1,3,1,0,0,1,2,1
0,2610,4,high,1,1,2,0,0,0,0,1,0
0,2610,4,high,0,1,1,0,0,0,0,0,0
0,1329,4,high,7,1,0,0,0,0,0,0,0
0,1329,4,high,6,1,1,1,0,0,1,1,1
0,1329,4,high,5,1,2,6,1,0,7,2,7
0,1329,4,high,4,0,3,13,3,1,16,3,6
0,1329,4,high,3,0,4,30,6,3,36,3,6
0,1329,4,high,2,1,3,58,4,6,62,2,2
0,1329,4,high,1,1,2,36,8,4,44,1,4
0,1329,4,high,0,1,1,81,0,8,81,0,1
0,1903,4,high,7,1,0,0,0,0,0,0,0
0,1903,4,high,6,1,1,1,2,0,3,1,3
0,1903,4,high,5,0,2,18,8,2,26,2,6
0,1903,4,high,4,0,3,81,1,8,82,3,2
0,1903,4,high,3,0,4,6,5,1,11,3,1
0,1903,4,high,2,1,3,54,0,5,54,2,4
0,1903,4,high,1,1,2,0,0,0,0,1,0
0,1903,4,high,0,1,1,9,0,0,9,0,9
0,2190,4,high,7,1,0,0,0,0,0,0,0
0,2190,4,high,6,1,1,4,0,0,4,1,4
0,2190,4,high,5,0,2,4,3,0,7,2,7
0,2190,4,high,4,0,3,37,2,3,39,3,9
0,2190,4,high,3,0,4,18,8,2,26,3,6
0,2190,4,high,2,1,3,81,0,8,81,2,1
0,2190,4,high,1,1,2,0,0,0,0,1,0
0,2190,4,high,0,1,1,0,0,0,0,0,0
0,1470,4,high,7,1,0,0,0,0,0,0,0
0,1470,4,high,6,1,1,1,1,0,2,1,2
0,1470,4,high,5,1,2,8,3,1,11,2,1
0,1470,4,high,4,0,3,30,6,3,36,3,6
0,1470,4,high,3,0,4,56,4,6,60,3,0
0,1470,4,high,2,1,3,49,0,4,49,2,9
0,1470,4,high,1,1,2,0,0,0,0,1,0
0,1470,4,high,0,1,1,0,0,0,0,0,0
0,1652,4,high,7,1,0,0,0,0,0,0,0
0,1652,4,high,6,1,1,1,1,0,2,1,2
0,1652,4,high,5,0,2,12,5,1,17,2,7
0,1652,4,high,4,1,3,46,6,5,52,3,2
0,1652,4,high,3,0,4,64,5,6,69,3,9
0,1652,4,high,2,0,3,49,2,5,51,2,1
0,1652,4,high,1,1,2,20,0,2,20,1,0
0,1652,4,high,0,1,1,4,0,0,4,0,4
0,1641,4,high,7,1,0,0,0,0,0,0,0
0,1641,4,high,6,1,1,1,1,0,2,1,2
0,1641,4,high,5,0,2,12,4,1,16,2,6
0,1641,4,high,4,0,3,44,5,4,49,3,9
0,1641,4,high,3,0,4,50,2,5,52,3,2
0,1641,4,high,2,1,3,28,0,2,28,2,8
0,1641,4,high,1,1,2,8,0,0,8,1,8
0,1641,4,high,0,1,1,1,0,0,1,0,1
0,2964,4,high,7,1,0,0,0,0,0,0,0
0,2964,4,high,6,1,1,4,4,0,8,1,8
0,2964,4,high,5,1,2,36,11,4,47,2,7
0,2964,4,high,4,0,3,105,13,11,118,3,8
0,2964,4,high,3,0,4,124,11,13,135,3,5
0,2964,4,high,2,0,3,108,4,11,112,2,2
0,2964,4,high,1,1,2,48,1,4,49,1,9
0,2964,4,high,0,1,1,16,0,1,16,0,6
0,2025,4,high,7,1,0,0,0,0,0,0,0
0,2025,4,high,6,1,1,4,0,0,4,1,4
0,2025,4,high,5,0,2,0,1,0,1,2,1
0,2025,4,high,4,0,3,8,2,1,10,3,0
0,2025,4,high,3,0,4,20,0,2,20,3,0
0,2025,4,high,2,1,3,4,2,0,6,2,6
0,2025,4,high,1,1,2,20,2,2,22,1,2
0,2025,4,high,0,1,1,25,0,2,25,0,5
0,2335,4,high,7,1,0,0,0,0,0,0,0
0,2335,4,high,6,1,1,4,1,0,5,1,5
0,2335,4,high,5,0,2,12,2,1,14,2,4
0,2335,4,high,4,0,3,21,4,2,25,3,5
0,2335,4,high,3,0,4,38,4,4,42,3,2
0,2335,4,high,2,1,3,39,3,4,42,2,2
0,2335,4,high,1,1,2,30,2,3,32,1,2
0,2335,4,high,0,1,1,25,0,2,25,0,5
0,2144,4,high,7,1,0,0,0,0,0,0,0
0,2144,4,high,6,1,1,4,0,0,4,1,4
0,2144,4,high,5,1,2,4,1,0,5,2,5
0,2144,4,high,4,0,3,17,2,1,19,3,9
0,2144,4,high,3,0,4,24,2,2,26,3,6
0,2144,4,high,2,0,3,24,3,2,27,2,7
0,2144,4,high,1,1,2,32,1,3,33,1,3
0,2144,4,high,0,1,1,16,0,1,16,0,6
0,1892,4,high,7,1,0,0,0,0,0,0,0
0,1892,4,high,6,1,1,1,2,0,3,1,3
0,1892,4,high,5,1,2,16,9,2,25,2,5
0,1892,4,high,4,0,3,82,15,9,97,3,7
0,1892,4,high,3,0,4,148,11,15,159,3,9
0,1892,4,high,2,0,3,113,3,11,116,2,6
0,1892,4,high,1,1,2,36,0,3,36,1,6
0,1892,4,high,0,1,1,4,0,0,4,0,4
0,1132,4,high,7,1,0,0,0,0,0,0,0
0,1132,4,high,6,1,1,1,0,0,1,1,1
0,1132,4,high,5,1,2,2,0,0,2,2,2
0,1132,4,high,4,0,3,7,1,0,8,3,8
0,1132,4,high,3,0,4,10,1,1,11,3,1
0,1132,4,high,2,0,3,13,1,1,14,2,4
0,1132,4,high,1,1,2,12,0,1,12,1,2
0,1132,4,high,0,1,1,4,0,0,4,0,4
0,1707,4,high,7,1,0,0,0,0,0,0,0
0,1707,4,high,6,1,1,1,1,0,2,1,2
0,1707,4,high,5,1,2,14,5,1,19,2,9
0,1707,4,high,4,0,3,49,2,5,51,3,1
0,1707,4,high,3,0,4,14,9,2,23,3,3
0,1707,4,high,2,0,3,98,0,9,98,2,8
0,1707,4,high,1,1,2,0,4,0,4,1,4
0,1707,4,high,0,1,1,49,0,4,49,0,9
0,2764,4,high,7,1,0,0,0,0,0,0,0
0,2764,4,high,6,1,1,4,3,0,7,1,7
0,2764,4,high,5,0,2,28,8,3,36,2,6
0,2764,4,high,4,0,3,73,10,8,83,3,3
0,2764,4,high,3,0,4,100,9,10,109,3,9
0,2764,4,high,2,0,3,92,4,9,96,2,6
0,2764,4,high,1,1,2,48,1,4,49,1,9
0,2764,4,high,0,1,1,16,0,1,16,0,6
0,1544,4,high,7,1,0,0,0,0,0,0,0
0,1544,4,high,6,1,1,1,1,0,2,1,2
0,1544,4,high,5,1,2,10,3,1,13,2,3
0,1544,4,high,4,0,3,33,5,3,38,3,8
0,1544,4,high,3,0,4,48,5,5,53,3,3
0,1544,4,high,2,0,3,56,3,5,59,2,9
0,1544,4,high,1,1,2,32,1,3,33,1,3
0,1544,4,high,0,1,1,16,0,1,16,0,6
0,1364,4,high,7,1,0,0,0,0,0,0,0
0,1364,4,high,6,1,1,1,0,0,1,1,1
0,1364,4,high,5,0,2,6,2,0,8,2,8
0,1364,4,high,4,0,3,21,5,2,26,3,6
0,1364,4,high,3,0,4,44,6,5,50,3,0
0,1364,4,high,2,0,3,60,4,6,64,2,4
0,1364,4,high,1,1,2,48,1,4,49,1,9
0,1364,4,high,0,1,1,16,0,1,16,0,6
0,1428,4,high,7,1,0,0,0,0,0,0,0
0,1428,4,high,6,1,1,1,1,0,2,1,2
0,1428,4,high,5,1,2,8,2,1,10,2,0
0,1428,4,high,4,0,3,20,3,2,23,3,3
0,1428,4,high,3,0,4,32,7,3,39,3,9
0,1428,4,high,2,0,3,68,3,7,71,2,1
0,1428,4,high,1,1,2,32,6,3,38,1,8
0,1428,4,high,0,1,1,64,0,6,64,0,4
0,2446,4,high,7,1,0,0,0,0,0,0,0
0,2446,4,high,6,1,1,4,1,0,5,1,5
0,2446,4,high,5,0,2,16,3,1,19,2,9
0,2446,4,high,4,0,3,32,6,3,38,3,8
0,2446,4,high,3,0,4,56,6,6,62,3,2
0,2446,4,high,2,0,3,64,5,6,69,2,9
0,2446,4,high,1,1,2,48,3,5,51,1,1
0,2446,4,high,0,1,1,36,0,3,36,0,6
0,2327,4,high,7,1,0,0,0,0,0,0,0
0,2327,4,high,6,1,1,4,1,0,5,1,5
0,2327,4,high,5,0,2,12,2,1,14,2,4
0,2327,4,high,4,0,3,17,4,2,21,3,1
0,2327,4,high,3,0,4,40,4,4,44,3,4
0,2327,4,high,2,0,3,46,3,4,49,2,9
0,2327,4,high,1,1,2,28,4,3,32,1,2
0,2327,4,high,0,1,1,49,0,4,49,0,9
0,1765,4,high,7,1,0,0,0,0,0,0,0
0,1765,4,high,6,1,1,1,2,0,3,1,3
0,1765,4,high,5,1,2,14,7,2,21,2,1
0,1765,4,high,4,0,3,61,10,7,71,3,1
0,1765,4,high,3,0,4,94,11,10,105,3,5
0,1765,4,high,2,1,3,106,6,11,112,2,2
0,1765,4,high,1,1,2,60,2,6,62,1,2
0,1765,4,high,0,1,1,25,0,2,25,0,5
0,1423,4,high,7,1,0,0,0,0,0,0,0
0,1423,4,high,6,0,1,1,1,0,2,1,2
0,1423,4,high,5,0,2,8,2,1,10,2,0
0,1423,4,high,4,0,3,20,2,2,22,3,2
0,1423,4,high,3,0,4,22,2,2,24,3,4
0,1423,4,high,2,0,3,28,1,2,29,2,9
0,1423,4,high,1,1,2,12,0,1,12,1,2
0,1423,4,high,0,1,1,9,0,0,9,0,9
0,2344,4,high,7,1,0,0,0,0,0,0,0
0,2344,4,high,6,1,1,4,1,0,5,1,5
0,2344,4,high,5,0,2,12,2,1,14,2,4
0,2344,4,high,4,0,3,25,4,2,29,3,9
0,2344,4,high,3,0,4,40,4,4,44,3,4
0,2344,4,high,2,0,3,40,3,4,43,2,3
0,2344,4,high,1,1,2,32,1,3,33,1,3
0,2344,4,high,0,1,1,16,0,1,16,0,6
0,2600,4,high,7,1,0,0,0,0,0,0,0
0,2600,4,high,6,1,1,4,2,0,6,1,6
0,2600,4,high,5,0,2,24,3,2,27,2,7
0,2600,4,high,4,0,3,36,0,3,36,3,6
0,2600,4,high,3,1,4,0,0,0,0,3,0
0,2600,4,high,2,1,3,0,0,0,0,2,0
0,2600,4,high,1,1,2,0,0,0,0,1,0
0,2600,4,high,0,1,1,0,0,0,0,0,0
0,1169,4,high,7,1,0,0,0,0,0,0,0
0,1169,4,high,6,1,1,1,0,0,1,1,1
0,1169,4,high,5,1,2,2,1,0,3,2,3
0,1169,4,high,4,0,3,13,3,1,16,3,6
0,1169,4,high,3,0,4,30,6,3,36,3,6
0,1169,4,high,2,0,3,54,11,6,65,2,5
0,1169,4,high,1,1,2,108,8,11,116,1,6
0,1169,4,high,0,1,1,81,0,8,81,0,1
0,1327,4,high,7,1,0,0,0,0,0,0,0
0,1327,4,high,6,1,1,1,0,0,1,1,1
0,1327,4,high,5,1,2,6,1,0,7,2,7
0,1327,4,high,4,0,3,13,3,1,16,3,6
0,1327,4,high,3,0,4,26,4,3,30,3,0
0,1327,4,high,2,0,3,46,3,4,49,2,9
0,1327,4,high,1,1,2,28,4,3,32,1,2
0,1327,4,high,0,1,1,49,0,4,49,0,9
0,1134,4,high,7,1,0,0,0,0,0,0,0
0,1134,4,high,6,1,1,1,0,0,1,1,1
0,1134,4,high,5,1,2,2,0,0,2,2,2
0,1134,4,high,4,0,3,7,1,0,8,3,8
0,1134,4,high,3,0,4,14,1,1,15,3,5
0,1134,4,high,2,0,3,17,2,1,19,2,9
0,1134,4,high,1,0,2,24,1,2,25,1,5
0,1134,4,high,0,1,1,16,0,1,16,0,6
0,2535,4,high,7,1,0,0,0,0,0,0,0
0,2535,4,high,6,1,1,4,2,0,6,1,6
0,2535,4,high,5,0,2,20,4,2,24,2,4
0,2535,4,high,4,0,3,37,5,4,42,3,2
0,2535,4,high,3,0,4,50,6,5,56,3,6
0,2535,4,high,2,0,3,59,3,6,62,2,2
0,2535,4,high,1,1,2,30,2,3,32,1,2
0,2535,4,high,0,1,1,25,0,2,25,0,5
0,2648,4,high,7,1,0,0,0,0,0,0,0
0,2648,4,high,6,1,1,4,3,0,7,1,7
0,2648,4,high,5,0,2,24,6,3,30,2,0
0,2648,4,high,4,0,3,52,9,6,61,3,1
0,2648,4,high,3,0,4,80,11,9,91,3,1
0,2648,4,high,2,0,3,112,7,11,119,2,9
0,2648,4,high,1,1,2,64,6,7,70,1,0
0,2648,4,high,0,1,1,64,0,6,64,0,4
0,3034,4,high,7,1,0,0,0,0,0,0,0
0,3034,4,high,6,1,1,9,0,0,9,1,9
0,3034,4,high,5,0,2,0,2,0,2,2,2
0,3034,4,high,4,0,3,18,2,2,20,3,0
0,3034,4,high,3,0,4,24,1,2,25,3,5
0,3034,4,high,2,0,3,9,2,1,11,2,1
0,3034,4,high,1,0,2,24,1,2,25,1,5
0,3034,4,high,0,1,1,16,0,1,16,0,6
0,1692,4,high,7,1,0,0,0,0,0,0,0
0,1692,4,high,6,1,1,1,1,0,2,1,2
0,1692,4,high,5,0,2,12,6,1,18,2,8
0,1692,4,high,4,0,3,54,12,6,66,3,6
0,1692,4,high,3,1,4,112,10,12,122,3,2
0,1692,4,high,2,0,3,105,3,10,108,2,8
0,1692,4,high,1,1,2,36,0,3,36,1,6
0,1692,4,high,0,1,1,4,0,0,4,0,4
0,1560,4,high,7,1,0,0,0,0,0,0,0
0,1560,4,high,6,1,1,1,1,0,2,1,2
0,1560,4,high,5,0,2,10,4,1,14,2,4
0,1560,4,high,4,0,3,37,6,4,43,3,3
0,1560,4,high,3,1,4,60,3,6,63,3,3
0,1560,4,high,2,1,3,36,0,3,36,2,6
0,1560,4,high,1,1,2,0,0,0,0,1,0
0,1560,4,high,0,1,1,0,0,0,0,0,0
0,1260,4,high,7,1,0,0,0,0,0,0,0
0,1260,4,high,6,1,1,1,0,0,1,1,1
0,1260,4,high,5,1,2,4,1,0,5,2,5
0,1260,4,high,4,0,3,16,2,1,18,3,8
0,1260,4,high,3,0,4,24,3,2,27,3,7
0,1260,4,high,2,1,3,36,0,3,36,2,6
0,1260,4,high,1,1,2,0,0,0,0,1,0
0,1260,4,high,0,1,1,0,0,0,0,0,0
0,1287,4,high,7,1,0,0,0,0,0,0,0
0,1287,4,high,6,1,1,1,0,0,1,1,1
0,1287,4,high,5,0,2,4,2,0,6,2,6
0,1287,4,high,4,0,3,20,5,2,25,3,5
0,1287,4,high,3,0,4,46,10,5,56,3,6
0,1287,4,high,2,0,3,92,11,10,103,2,3
0,1287,4,high,1,0,2,112,4,11,116,1,6
0,1287,4,high,0,1,1,49,0,4,49,0,9
0,1259,4,high,7,1,0,0,0,0,0,0,0
0,1259,4,high,6,1,1,1,0,0,1,1,1
0,1259,4,high,5,1,2,4,1,0,5,2,5
0,1259,4,high,4,0,3,14,4,1,18,3,8
0,1259,4,high,3,1,4,38,7,4,45,3,5
0,1259,4,high,2,0,3,61,9,7,70,2,0
0,1259,4,high,1,1,2,90,8,9,98,1,8
0,1259,4,high,0,1,1,81,0,8,81,0,1
0,2628,4,high,7,1,0,0,0,0,0,0,0
0,2628,4,high,6,1,1,4,2,0,6,1,6
0,2628,4,high,5,1,2,24,5,2,29,2,9
0,2628,4,high,4,0,3,44,6,5,50,3,0
0,2628,4,high,3,0,4,56,10,6,66,3,6
0,2628,4,high,2,0,3,100,3,10,103,2,3
0,2628,4,high,1,1,2,32,6,3,38,1,8
0,2628,4,high,0,1,1,64,0,6,64,0,4
0,1233,4,high,7,1,0,0,0,0,0,0,0
0,1233,4,high,6,1,1,1,0,0,1,1,1
0,1233,4,high,5,1,2,4,1,0,5,2,5
0,1233,4,high,4,0,3,10,2,1,12,3,2
0,1233,4,high,3,0,4,18,2,2,20,3,0
0,1233,4,high,2,0,3,21,1,2,22,2,2
0,1233,4,high,1,1,2,18,0,1,18,1,8
0,1233,4,high,0,1,1,9,0,0,9,0,9
0,1215,4,high,7,1,0,0,0,0,0,0,0
0,1215,4,high,6,1,1,1,0,0,1,1,1
0,1215,4,high,5,1,2,4,0,0,4,2,4
0,1215,4,high,4,1,3,6,1,0,7,3,7
0,1215,4,high,3,0,4,14,2,1,16,3,6
0,1215,4,high,2,0,3,21,1,2,22,2,2
0,1215,4,high,1,1,2,10,2,1,12,1,2
0,1215,4,high,0,1,1,25,0,2,25,0,5
0,2504,4,high,7,1,0,0,0,0,0,0,0
0,2504,4,high,6,1,1,4,2,0,6,1,6
0,2504,4,high,5,1,2,20,2,2,22,2,2
0,2504,4,high,4,1,3,25,2,2,27,3,7
0,2504,4,high,3,1,4,16,4,2,20,3,0
0,2504,4,high,2,1,3,40,0,4,40,2,0
0,2504,4,high,1,1,2,0,1,0,1,1,1
0,2504,4,high,0,1,1,16,0,1,16,0,6
0,2402,4,high,7,1,0,0,0,0,0,0,0
0,2402,4,high,6,0,1,4,1,0,5,1,5
0,2402,4,high,5,0,2,16,1,1,17,2,7
0,2402,4,high,4,1,3,16,0,1,16,3,6
0,2402,4,high,3,0,4,8,1,0,9,3,9
0,2402,4,high,2,1,3,16,0,1,16,2,6
0,2402,4,high,1,1,2,0,0,0,0,1,0
0,2402,4,high,0,1,1,4,0,0,4,0,4
0,1624,4,high,7,1,0,0,0,0,0,0,0
0,1624,4,high,6,1,1,1,1,0,2,1,2
0,1624,4,high,5,0,2,12,4,1,16,2,6
0,1624,4,high,4,0,3,40,3,4,43,3,3
0,1624,4,high,3,0,4,32,5,3,37,3,7
0,1624,4,high,2,0,3,52,1,5,53,2,3
0,1624,4,high,1,1,2,16,1,1,17,1,7
0,1624,4,high,0,1,1,16,0,1,16,0,6
0,2755,4,high,7,1,0,0,0,0,0,0,0
0,2755,4,high,6,1,1,4,3,0,7,1,7
0,2755,4,high,5,0,2,28,7,3,35,2,5
0,2755,4,high,4,0,3,69,10,7,79,3,9
0,2755,4,high,3,0,4,90,10,10,100,3,0
0,2755,4,high,2,0,3,95,5,10,100,2,0
0,2755,4,high,1,1,2,50,2,5,52,1,2
0,2755,4,high,0,1,1,25,0,2,25,0,5
0,2677,4,high,7,1,0,0,0,0,0,0,0
0,2677,4,high,6,1,1,4,3,0,7,1,7
0,2677,4,high,5,1,2,24,7,3,31,2,1
0,2677,4,high,4,0,3,64,12,7,76,3,6
0,2677,4,high,3,0,4,112,14,12,126,3,6
0,2677,4,high,2,1,3,133,10,14,143,2,3
0,2677,4,high,1,1,2,98,4,10,102,1,2
0,2677,4,high,0,1,1,49,0,4,49,0,9
0,1467,4,high,7,1,0,0,0,0,0,0,0
0,1467,4,high,6,1,1,1,1,0,2,1,2
0,1467,4,high,5,0,2,8,3,1,11,2,1
0,1467,4,high,4,0,3,28,7,3,35,3,5
0,1467,4,high,3,0,4,62,10,7,72,3,2
0,1467,4,high,2,0,3,92,8,10,100,2,0
0,1467,4,high,1,1,2,84,4,8,88,1,8
0,1467,4,high,0,1,1,49,0,4,49,0,9
0,1857,4,high,7,1,0,0,0,0,0,0,0
0,1857,4,high,6,1,1,1,2,0,3,1,3
0,1857,4,high,5,0,2,16,8,2,24,2,4
0,1857,4,high,4,0,3,74,10,8,84,3,4
0,1857,4,high,3,0,4,94,14,10,108,3,8
0,1857,4,high,2,0,3,137,7,14,144,2,4
0,1857,4,high,1,1,2,70,4,7,74,1,4
0,1857,4,high,0,1,1,49,0,4,49,0,9
0,2630,4,high,7,1,0,0,0,0,0,0,0
0,2630,4,high,6,1,1,4,2,0,6,1,6
0,2630,4,high,5,1,2,24,5,2,29,2,9
0,2630,4,high,4,0,3,48,3,5,51,3,1
0,2630,4,high,3,1,4,36,0,3,36,3,6
0,2630,4,high,2,1,3,9,0,0,9,2,9
0,2630,4,high,1,1,2,0,0,0,0,1,0
0,2630,4,high,0,1,1,0,0,0,0,0,0
0,2035,4,high,7,1,0,0,0,0,0,0,0
0,2035,4,high,6,1,1,4,0,0,4,1,4
0,2035,4,high,5,1,2,0,1,0,1,2,1
0,2035,4,high,4,0,3,12,2,1,14,3,4
0,2035,4,high,3,0,4,20,1,2,21,3,1
0,2035,4,high,2,1,3,9,3,1,12,2,2
0,2035,4,high,1,1,2,30,2,3,32,1,2
0,2035,4,high,0,1,1,25,0,2,25,0,5
0,1506,4,high,7,1,0,0,0,0,0,0,0
0,1506,4,high,6,1,1,1,1,0,2,1,2
0,1506,4,high,5,1,2,10,2,1,12,2,2
0,1506,4,high,4,0,3,25,1,2,26,3,6
0,1506,4,high,3,0,4,12,6,1,18,3,8
0,1506,4,high,2,0,3,60,0,6,60,2,0
0,1506,4,high,1,1,2,0,3,0,3,1,3
0,1506,4,high,0,1,1,36,0,3,36,0,6
0,1947,4,high,7,1,0,0,0,0,0,0,0
0,1947,4,high,6,1,1,1,2,0,3,1,3
0,1947,4,high,5,0,2,18,9,2,27,2,7
0,1947,4,high,4,0,3,89,10,9,99,3,9
0,1947,4,high,3,0,4,86,14,10,100,3,0
0,1947,4,high,2,0,3,142,6,14,148,2,8
0,1947,4,high,1,1,2,56,4,6,60,1,0
0,1947,4,high,0,1,1,49,0,4,49,0,9
0,3093,4,high,7,1,0,0,0,0,0,0,0
0,3093,4,high,6,1,1,9,0,0,9,1,9
0,3093,4,high,5,1,2,0,5,0,5,2,5
