seed,low_exact,high_exact,exact_contrast_high_minus_low,low_digit,high_digit,digit_contrast_high_minus_low,landmark
0,0.28205128205128205,0.08849557522123894,-0.1935557068300431,0.8333333333333334,0.7182890855457227,-0.11504424778761069,True
1,0.20512820512820512,0.061946902654867256,-0.14318130247333788,0.7863247863247863,0.7109144542772862,-0.07541033204750014,False
2,0.23076923076923078,0.035398230088495575,-0.1953710006807352,0.8076923076923077,0.7123893805309734,-0.09530292716133426,True
